,Frequency,Dimension,Robustness
0100010001000100,125.0,4.0,0.6252
1101110110111011,4.0,8.0,0.384375
1111101011111011,48.0,7.0,0.4934895833333333
0000000000000100,272.0,8.0,0.6098805147058823
0011010000000100,4.0,8.0,0.53125
0111011001010101,1.0,11.0,0.4125
1111101111110011,39.0,7.0,0.5394230769230771
1100110000010000,1.0,8.0,0.375
1111000001110000,29.0,6.0,0.5232758620689656
0100010111011101,7.0,10.0,0.41785714285714287
0100010010000000,14.0,11.0,0.5687499999999999
0010101100010001,1.0,13.0,0.35
1101010101110101,1.0,10.0,0.4625
1111111111110101,179.0,4.0,0.6137569832402234
0010001010001100,4.0,12.0,0.421875
0000011101010101,5.0,9.0,0.40750000000000003
1111000011110000,227.0,2.0,0.6220814977973574
0010000010001001,1.0,14.0,0.3875
1111111100000000,180.0,2.0,0.6249305555555557
0000000000101010,37.0,7.0,0.5601351351351352
1010111000001100,5.0,6.0,0.45
0000000001000000,288.0,8.0,0.6668836805555565
1100110011001100,222.0,2.0,0.617286036036036
0011111110001110,1.0,13.0,0.4375
1010111100000011,3.0,9.0,0.4041666666666666
1111111110111111,304.0,5.0,0.6572368421052636
0000110000010001,4.0,8.0,0.38125
0000000100000001,180.0,6.0,0.5926388888888884
0001000100110011,21.0,5.0,0.4785714285714286
0001000100000001,36.0,7.0,0.4871527777777778
1111000010110000,29.0,6.0,0.531896551724138
1111111111111111,5484.0,0.0,0.8571913749088245
1111110111001101,10.0,8.0,0.45499999999999996
1110111001111111,7.0,9.0,0.46964285714285714
0101000000000000,163.0,6.0,0.6513036809815947
0001000111011101,7.0,6.0,0.5017857142857143
0001001111110111,4.0,11.0,0.38750000000000007
1111111111110111,314.0,5.0,0.6611066878980892
0000000000110011,118.0,4.0,0.5752118644067794
0100010001011100,1.0,12.0,0.5
0011111100011111,14.0,7.0,0.5080357142857143
0010000001010000,8.0,11.0,0.48437500000000006
1011101110101010,32.0,5.0,0.49257812500000014
1111111110101011,40.0,7.0,0.48218750000000005
0000000000000000,5546.0,0.0,0.8576609267940865
1100000011101100,6.0,10.0,0.41250000000000003
1111101000010000,6.0,9.0,0.45208333333333334
0011101000111010,13.0,6.0,0.43749999999999994
1000101111111011,2.0,9.0,0.425
1000000000000000,327.0,8.0,0.7461773700305804
1010101100110001,1.0,11.0,0.3875
1100110011101100,24.0,6.0,0.509375
1111011101010010,1.0,12.0,0.575
0011011110101101,1.0,14.0,0.2375
0000000000001000,329.0,8.0,0.6583586626139808
1111011111111111,324.0,5.0,0.6999999999999997
0010111100011111,4.0,10.0,0.453125
0100000001010000,30.0,7.0,0.5491666666666666
0000000001011101,12.0,8.0,0.48750000000000004
0011001111011101,6.0,7.0,0.4749999999999999
0011101100111111,20.0,7.0,0.5112499999999999
0111111101111111,168.0,4.0,0.6945684523809521
1111101001110001,1.0,13.0,0.4
0000000011011110,2.0,10.0,0.3875
0001000010001100,3.0,13.0,0.3583333333333334
1010100010111100,1.0,10.0,0.3125
0100010001010100,13.0,8.0,0.4971153846153846
0000101100101000,1.0,13.0,0.35
1111101111111111,262.0,5.0,0.6558683206106872
0001000001111111,1.0,13.0,0.5
0000110011001100,28.0,5.0,0.5348214285714287
1111000000000100,3.0,8.0,0.3625
0011011110101110,1.0,10.0,0.3375
1101110111011100,18.0,7.0,0.4319444444444444
0000000011000000,169.0,6.0,0.6445266272189353
1111111101110111,176.0,4.0,0.6620738636363638
0100010100000111,5.0,12.0,0.38499999999999995
1111111100111011,55.0,7.0,0.550227272727273
0101010111111111,116.0,3.0,0.6521551724137932
0111010001010101,3.0,10.0,0.42083333333333334
0100010101001111,11.0,9.0,0.4511363636363636
1100110011000000,18.0,5.0,0.545138888888889
1111101011110010,15.0,7.0,0.47
1010111111111111,163.0,4.0,0.6568251533742329
1111111110101010,109.0,3.0,0.5788990825688068
0101000101000111,2.0,14.0,0.29375
0000001011110011,4.0,9.0,0.44375000000000003
1111111111111100,168.0,4.0,0.5751488095238093
1100110011111111,123.0,3.0,0.6137195121951216
1111000011011101,2.0,7.0,0.36875
1010001000100011,2.0,12.0,0.35625
0000000000011011,11.0,8.0,0.4022727272727273
1010111011011111,1.0,13.0,0.4625
1111111111111011,282.0,5.0,0.6200797872340421
0001011100000101,5.0,11.0,0.375
0000000010001000,174.0,6.0,0.6592672413793105
0011001100000000,126.0,4.0,0.6098214285714285
1111000000110011,8.0,6.0,0.5328125
1000101000010001,3.0,13.0,0.4875
0000000000100010,202.0,6.0,0.6236386138613872
0010011100100010,9.0,7.0,0.4222222222222222
1101001111110111,1.0,13.0,0.35
1111010110110000,11.0,9.0,0.42727272727272736
0100111111011101,3.0,12.0,0.3958333333333333
0010000000100000,172.0,6.0,0.649418604651163
1101111111011100,10.0,8.0,0.44625000000000004
1010111010101100,9.0,9.0,0.41111111111111104
0001000000000000,282.0,8.0,0.660328014184397
1111111111001100,119.0,3.0,0.5778361344537815
0100000010001000,18.0,11.0,0.49583333333333335
0000000000010001,154.0,6.0,0.5734577922077924
0000111100100000,4.0,8.0,0.484375
1111101100110000,4.0,10.0,0.40625
1100111010001000,5.0,10.0,0.4774999999999999
0000000000000111,24.0,7.0,0.47083333333333327
0000001100001111,26.0,5.0,0.5211538461538462
0001100000000000,14.0,10.0,0.5330357142857142
1111010111010101,16.0,7.0,0.5296875000000001
0000001100000011,113.0,4.0,0.5586283185840712
1111101110111011,44.0,7.0,0.553409090909091
0000010100010101,14.0,8.0,0.475
0111000001000001,1.0,13.0,0.1875
1011001000100000,2.0,18.0,0.3375
0100111101011111,17.0,7.0,0.5433823529411765
1111110001011111,9.0,8.0,0.4652777777777778
0000000000001011,35.0,7.0,0.5028571428571429
1111000010000000,22.0,8.0,0.5244318181818182
1011111111111111,309.0,5.0,0.696035598705501
1111000011010000,18.0,6.0,0.4986111111111111
1110011011111111,9.0,9.0,0.5180555555555556
0101101001011010,5.0,6.0,0.5325
0001000110001000,7.0,8.0,0.5178571428571429
1111011110110000,3.0,11.0,0.425
1010001010110011,2.0,9.0,0.48125
1111111101000100,27.0,5.0,0.5148148148148147
0000100000001100,41.0,7.0,0.5344512195121951
0000000010000000,294.0,8.0,0.7012329931972789
0011001111110111,17.0,7.0,0.5411764705882353
0000000000001001,20.0,10.0,0.45499999999999996
1011101100110001,6.0,9.0,0.34375
1011111111111011,24.0,10.0,0.50625
0000110000000100,40.0,7.0,0.5221875
1111001110101111,2.0,8.0,0.4
1111001111111011,55.0,7.0,0.5429545454545456
0010011101100010,1.0,12.0,0.2625
0001000000110000,38.0,7.0,0.5292763157894738
0011000000110000,101.0,4.0,0.6096534653465344
0011001110110001,2.0,10.0,0.53125
0000101100001011,31.0,5.0,0.5040322580645161
1010001111110100,1.0,14.0,0.15
1111111101111111,286.0,5.0,0.7051136363636363
1110110011101000,3.0,10.0,0.35833333333333334
1111111111110011,149.0,4.0,0.6035234899328857
1001100101010001,1.0,11.0,0.4875
1011001011001100,1.0,15.0,0.3875
