,Frequency,Dimension,Robustness
1111101100111010,1.0,12.0,0.3375
1100010111110111,1.0,9.0,0.4875
1111111101000100,7.0,5.0,0.48571428571428577
1111010111111111,18.0,4.0,0.6416666666666667
0111010110100101,1.0,11.0,0.575
0000010000000000,31.0,8.0,0.6576612903225807
0100010001010000,2.0,8.0,0.45625
0010000000100000,11.0,6.0,0.6920454545454545
0011000100010001,2.0,8.0,0.6375
1010111111111111,25.0,4.0,0.6045
1111111100110000,1.0,5.0,0.275
0000000010111111,3.0,6.0,0.5375
1111111111111100,17.0,4.0,0.6279411764705882
1000100110001000,1.0,8.0,0.375
0000000001110011,1.0,8.0,0.5125
0000100011110000,2.0,8.0,0.5562499999999999
0100011000000010,1.0,8.0,0.5
0000000010100011,1.0,8.0,0.4375
1101110101010101,3.0,5.0,0.5041666666666667
1111000010110100,1.0,14.0,0.3875
0011000001110000,2.0,8.0,0.44375000000000003
0101010111010100,2.0,13.0,0.4
0101111100001111,5.0,5.0,0.49750000000000005
0000000000001010,16.0,6.0,0.6234375000000001
0001000010110000,1.0,8.0,0.5
0101000100000000,7.0,7.0,0.5089285714285714
0010001010111011,2.0,9.0,0.48125
0001000000000100,2.0,10.0,0.38125
0000000010101010,12.0,4.0,0.5927083333333333
1111001011111110,1.0,8.0,0.375
1110101110101010,2.0,10.0,0.51875
1110110011001100,4.0,6.0,0.51875
0011110011111100,1.0,7.0,0.4375
0101010111011101,6.0,5.0,0.5645833333333333
1111111100100010,2.0,5.0,0.60625
1011011110110000,1.0,11.0,0.3375
1101110100001000,1.0,9.0,0.25
0001001001000000,1.0,15.0,0.375
1111111101010111,2.0,7.0,0.41874999999999996
0000001001010000,1.0,9.0,0.4875
0000000100010001,3.0,7.0,0.5375
0000101001111111,1.0,9.0,0.35
1010000100001000,1.0,14.0,0.325
0101110101011101,6.0,5.0,0.5625000000000001
0000111100000011,4.0,5.0,0.56875
0000111100000000,17.0,4.0,0.597794117647059
0000001000101011,1.0,18.0,0.4125
0101100000001000,3.0,8.0,0.5125000000000001
0101000001001100,1.0,9.0,0.55
1000010001000100,2.0,12.0,0.4125
1111110111101111,1.0,10.0,0.525
0011001100000000,13.0,4.0,0.6326923076923077
1111000011000100,1.0,9.0,0.275
1010100010101010,2.0,6.0,0.5375
0000111111111010,1.0,7.0,0.525
0000001100000011,6.0,4.0,0.5645833333333333
1111000000000101,2.0,7.0,0.50625
1000101100010001,1.0,10.0,0.325
0000110111000001,1.0,13.0,0.45
1101111111101110,1.0,9.0,0.3875
1011111110101011,1.0,11.0,0.4875
0111011111110111,7.0,7.0,0.6053571428571428
0101010111010001,1.0,10.0,0.4625
1111010111111100,1.0,8.0,0.6375
1101111111011111,20.0,4.0,0.604375
0001000101010101,6.0,5.0,0.48333333333333334
1111111101110000,3.0,7.0,0.4416666666666667
0100111111111111,3.0,7.0,0.5416666666666666
1111111110001000,3.0,5.0,0.5375
0000100011011100,2.0,12.0,0.30000000000000004
1111111111110100,4.0,7.0,0.5000000000000001
0011001100000001,3.0,8.0,0.4375
1100110011111101,3.0,7.0,0.47500000000000003
1101111110101010,1.0,8.0,0.55
1110101011101010,2.0,5.0,0.5375000000000001
0101111110110111,1.0,14.0,0.375
1011101111111111,9.0,4.0,0.6666666666666666
1110100011101010,1.0,10.0,0.4
0000101101001111,2.0,10.0,0.4375
0000000011110011,8.0,5.0,0.4921875
1111111111001111,17.0,4.0,0.5948529411764705
0000011000100010,1.0,12.0,0.3875
1111111101010000,1.0,5.0,0.4625
0000000010100001,1.0,11.0,0.475
0000000010111101,1.0,10.0,0.3875
0001000001110000,3.0,11.0,0.3666666666666667
1010101000100010,1.0,5.0,0.6
1010111000000100,1.0,7.0,0.3625
0011001001111111,1.0,11.0,0.4625
1000100000000000,16.0,6.0,0.67578125
0110000000000000,1.0,10.0,0.7125
1000111111011001,1.0,14.0,0.4125
1111100011101100,1.0,11.0,0.3625
1111111111110001,7.0,7.0,0.5392857142857143
0101011101000000,1.0,12.0,0.5125
1011000000000000,3.0,7.0,0.5375
0000110011001100,5.0,5.0,0.5875
0000011111111111,1.0,7.0,0.5
0000001111101100,1.0,11.0,0.4125
0011001111111111,13.0,3.0,0.6028846153846155
1101101111111111,1.0,10.0,0.4375
0000000000111011,1.0,8.0,0.5375
1111111101000101,2.0,7.0,0.42500000000000004
0000000011001100,12.0,4.0,0.6333333333333333
1111111100011111,4.0,7.0,0.509375
1100111011001110,7.0,5.0,0.5910714285714286
1000111111001000,1.0,10.0,0.45
1111010111111101,3.0,7.0,0.5666666666666668
1111011100000101,3.0,9.0,0.35000000000000003
1111110011111100,13.0,3.0,0.6067307692307694
0000101001011011,1.0,10.0,0.5
1101111111010001,2.0,9.0,0.475
0000110100011101,1.0,9.0,0.4875
0000000000010000,29.0,8.0,0.6228448275862069
1100111000000000,2.0,8.0,0.4625
1011001110110011,5.0,5.0,0.51
0000000000000011,21.0,6.0,0.6005952380952381
0100010000000001,1.0,11.0,0.4625
0000001100100000,1.0,11.0,0.3875
0100010000001100,2.0,8.0,0.48125
1111101001010010,1.0,10.0,0.325
0010001000001010,3.0,8.0,0.5291666666666667
1111000100000000,1.0,8.0,0.425
0101000100110011,1.0,9.0,0.5
0000000000001011,2.0,7.0,0.46875
1111110111011101,7.0,7.0,0.5482142857142858
1011010110110101,1.0,7.0,0.425
1000100000001000,2.0,7.0,0.54375
1111011110101111,1.0,9.0,0.45
0011101000001010,1.0,7.0,0.5875
0100111111101111,1.0,8.0,0.5
0010111100101111,5.0,5.0,0.5125
0100000001000000,12.0,6.0,0.6677083333333332
0100011001001010,1.0,14.0,0.2125
1111101111111011,23.0,4.0,0.5815217391304346
1101011111000100,1.0,11.0,0.3625
1010101010101010,18.0,2.0,0.6083333333333336
0000010100001110,1.0,9.0,0.3625
1011111101101111,1.0,15.0,0.3625
0100111011101110,2.0,7.0,0.51875
0000000011101111,2.0,6.0,0.43125
0011001101111011,1.0,10.0,0.2375
0000000000110010,6.0,7.0,0.5895833333333335
1110111100000000,2.0,6.0,0.50625
0001001111111010,1.0,11.0,0.3875
1110101011111111,10.0,7.0,0.5537500000000001
0101010111001101,2.0,9.0,0.3875
1010111110101111,10.0,3.0,0.6312500000000002
0101011101010101,1.0,6.0,0.6625
0000100010001011,2.0,12.0,0.4375
0001000100000111,1.0,12.0,0.2875
0000111111111111,15.0,3.0,0.6408333333333333
1111001101110010,2.0,11.0,0.34375
1001111110001011,1.0,13.0,0.1625
1111101111101111,3.0,10.0,0.4375
0000111000000100,1.0,8.0,0.5375
0100011111110110,1.0,14.0,0.2875
0010000100000001,1.0,11.0,0.225
1110001111100111,1.0,12.0,0.25
1000110011001100,2.0,6.0,0.4375
1110010110100101,2.0,10.0,0.33125000000000004
1000000010101010,2.0,8.0,0.5125
1110111111110010,1.0,12.0,0.4875
1010000010101100,1.0,7.0,0.5
0000000001000111,1.0,8.0,0.4375
1100111111100111,1.0,13.0,0.3625
0111011000111100,1.0,15.0,0.3125
1111011101110111,4.0,7.0,0.603125
0101111101111111,4.0,7.0,0.525
0010000010100000,10.0,7.0,0.5562499999999999
1100110011111010,1.0,7.0,0.525
0011000000100000,5.0,7.0,0.5800000000000001
1011111110011111,2.0,9.0,0.61875
0111111101110111,6.0,7.0,0.5854166666666666
0100110100001111,1.0,13.0,0.2375
0000100000000100,2.0,10.0,0.45625
1011001111111111,6.0,7.0,0.5916666666666667
1111010111110111,4.0,7.0,0.5968749999999999
0111111111111110,3.0,10.0,0.4458333333333333
1001100110001000,1.0,7.0,0.6125
0000000101001111,1.0,12.0,0.225
0100110001001111,1.0,9.0,0.5125
0001000110100000,2.0,8.0,0.53125
0010001001110010,3.0,7.0,0.5166666666666667
1110111000101110,1.0,7.0,0.675
0000000011110010,4.0,8.0,0.415625
0111001101110111,3.0,7.0,0.5375
0000001000110000,1.0,11.0,0.45
0001110111111111,2.0,8.0,0.50625
0000001100101111,1.0,10.0,0.4125
1111000111111111,3.0,7.0,0.5625
1101000011110011,2.0,9.0,0.46875
1100111011101010,1.0,11.0,0.3625
0000100100000000,1.0,10.0,0.575
0111010100010001,2.0,10.0,0.42500000000000004
0010001000100010,12.0,4.0,0.6499999999999998
1010000011110100,1.0,9.0,0.4625
1111011111011111,3.0,10.0,0.5041666666666667
0101010101011101,2.0,6.0,0.44375
1111101100111011,3.0,8.0,0.4958333333333333
0011000000000000,20.0,6.0,0.6575
1010101011111111,6.0,3.0,0.56875
1100010010001111,1.0,11.0,0.35
1111101111110000,1.0,7.0,0.675
0000011101010101,1.0,9.0,0.4
1100111000100010,1.0,10.0,0.3375
0000110000001100,8.0,4.0,0.6453125000000001
1101110111011101,16.0,3.0,0.6125000000000002
1111101011110000,2.0,5.0,0.5874999999999999
1010000011111010,1.0,9.0,0.3
0011000101010000,1.0,12.0,0.4375
1111101010011011,1.0,13.0,0.3125
0010101100101010,1.0,10.0,0.3375
1111111111101011,2.0,10.0,0.49375
0001000010001000,1.0,9.0,0.425
0000010100000000,12.0,6.0,0.5635416666666667
1111111111011101,29.0,4.0,0.6163793103448277
1111011111110111,21.0,4.0,0.6428571428571427
0011001011111000,2.0,10.0,0.275
0100011000000100,1.0,15.0,0.4375
1011101110111010,6.0,7.0,0.4583333333333333
0000001000000000,28.0,8.0,0.6437499999999999
0101010100010001,2.0,5.0,0.4125
0011000001100010,1.0,13.0,0.2625
0001001100000001,2.0,11.0,0.375
1010011111110111,1.0,8.0,0.575
1010101010111010,1.0,6.0,0.3375
1110111111111111,23.0,5.0,0.6472826086956524
0001000100011001,1.0,8.0,0.4125
1101111000000000,1.0,10.0,0.2375
0101111111111101,2.0,9.0,0.4625
0111010100000100,1.0,12.0,0.55
0111000000100111,1.0,10.0,0.2875
0001100011011100,1.0,11.0,0.4375
0000000011010101,4.0,8.0,0.490625
0000000011111111,19.0,2.0,0.6473684210526316
0000110000011111,2.0,9.0,0.375
1111011111110000,1.0,7.0,0.625
1110010010101010,2.0,10.0,0.5125
0000010000011101,1.0,12.0,0.2125
1100001100000000,1.0,8.0,0.4625
0010000000110011,3.0,8.0,0.4916666666666667
0000010100001000,1.0,11.0,0.2625
0000001110000000,3.0,9.0,0.5041666666666667
0111000101010001,2.0,10.0,0.45
0000010000110111,1.0,7.0,0.425
0111010101010101,3.0,6.0,0.49583333333333335
0111000101100111,1.0,16.0,0.225
1000000000010100,1.0,15.0,0.5
0000000010001000,23.0,6.0,0.6326086956521737
0100000011010001,1.0,12.0,0.2875
1111101011011000,1.0,7.0,0.425
1010001011110011,2.0,6.0,0.55
0001001100000000,5.0,7.0,0.5349999999999999
0000001111011111,1.0,9.0,0.4375
0000100011111111,6.0,6.0,0.6270833333333333
0010110011111111,1.0,9.0,0.5125
0000000100010011,2.0,11.0,0.4
1000110010001111,2.0,9.0,0.3875
1010110010101100,2.0,6.0,0.6000000000000001
1000011010110111,1.0,15.0,0.35
1111111100001111,13.0,3.0,0.6115384615384617
1111110111011111,3.0,10.0,0.5833333333333334
0000110001001100,1.0,8.0,0.475
0010011111100010,1.0,11.0,0.525
0111110111111101,1.0,9.0,0.45
1011000011110011,1.0,10.0,0.3625
0000000100111111,2.0,10.0,0.23750000000000002
0110111101001111,2.0,9.0,0.575
0010101111111111,2.0,11.0,0.41874999999999996
1111010111110100,1.0,7.0,0.65
1100010011111111,1.0,7.0,0.45
1111101010101010,5.0,5.0,0.5375
0000001010101010,3.0,8.0,0.42500000000000004
1110001011000000,1.0,7.0,0.45
0101110111111111,3.0,7.0,0.6333333333333334
0100111100001110,1.0,13.0,0.125
0000110000000011,1.0,8.0,0.5
1010111110101110,3.0,7.0,0.525
1111000100010000,1.0,11.0,0.325
0010010111110100,1.0,15.0,0.425
0100010101110101,1.0,10.0,0.5625
1010111010101110,4.0,5.0,0.5625
1100111111001111,17.0,3.0,0.5985294117647059
1111101111111111,24.0,5.0,0.665625
1101111100010000,1.0,10.0,0.3625
0111010111001101,1.0,12.0,0.25
1111000011000010,1.0,11.0,0.3125
1011101011111110,2.0,8.0,0.46875
1111110011001100,2.0,5.0,0.6812499999999999
1111001101110011,3.0,7.0,0.4791666666666667
0101000000000100,1.0,11.0,0.3625
1010111011101111,2.0,11.0,0.44375
0100111000000010,1.0,9.0,0.425
1000100001000100,1.0,8.0,0.625
0000101000001011,2.0,8.0,0.525
1100111100000011,1.0,6.0,0.475
1111111110111000,2.0,8.0,0.525
0011111100111111,7.0,3.0,0.6017857142857144
1010001000100011,1.0,12.0,0.3625
0000111010101110,1.0,9.0,0.3875
0000001100000010,3.0,7.0,0.5583333333333332
1111101011101111,2.0,9.0,0.3375
1100101011111010,2.0,7.0,0.38125
0000001100000001,6.0,7.0,0.4395833333333334
1110101011111010,2.0,7.0,0.44999999999999996
1110110011101101,1.0,9.0,0.275
0101110111001000,1.0,11.0,0.375
0000101010101010,2.0,5.0,0.56875
0101000001110000,2.0,8.0,0.41875
1010111000011101,1.0,10.0,0.2125
0001000000010000,15.0,6.0,0.6441666666666667
0010011100000010,1.0,12.0,0.4375
0011001100110011,16.0,2.0,0.6195312499999999
1011101010111011,2.0,7.0,0.5375
1010000010101111,2.0,6.0,0.5625
0101010100000100,2.0,8.0,0.525
0111111100111111,4.0,7.0,0.609375
0011111100000000,5.0,5.0,0.53
0010001000100000,5.0,7.0,0.5875
1011101011110011,1.0,12.0,0.5875
1111000011101101,1.0,12.0,0.3125
1010111010110000,1.0,11.0,0.275
0000000100000000,30.0,8.0,0.6175
1100111100000000,3.0,5.0,0.45
0000000010000000,31.0,8.0,0.6891129032258062
0111111101011111,7.0,7.0,0.557142857142857
0111010001010101,1.0,10.0,0.3375
0000000010101111,1.0,5.0,0.45
0000001100110011,4.0,5.0,0.575
1111000011110010,2.0,6.0,0.5375
0000000010001001,1.0,11.0,0.275
0000101000001000,4.0,7.0,0.56875
0000110011111101,3.0,9.0,0.41250000000000003
1111001001111111,1.0,12.0,0.3625
0001110111011101,1.0,7.0,0.4875
1111111111111010,23.0,4.0,0.5771739130434781
1100000001000000,6.0,7.0,0.6166666666666666
0000001100001010,3.0,8.0,0.3958333333333333
1111101111100000,1.0,11.0,0.5
1011111110111010,2.0,8.0,0.5125
0111000011001111,1.0,11.0,0.3
0000100000000000,36.0,8.0,0.7006944444444443
0111011100110001,1.0,10.0,0.35
1010001000000000,9.0,7.0,0.5583333333333331
0111010101001000,1.0,15.0,0.25
0100000000000011,3.0,9.0,0.5416666666666666
1101111111011101,4.0,7.0,0.5718749999999999
1111111111110010,4.0,7.0,0.465625
0000010011111100,1.0,9.0,0.3125
1011101100100000,1.0,10.0,0.3625
1000100011011101,1.0,6.0,0.4875
0101010100000000,14.0,4.0,0.56875
1011010011010101,1.0,15.0,0.3375
1010111110110011,1.0,9.0,0.325
1000110011111111,3.0,7.0,0.45
0000111000001111,2.0,6.0,0.49374999999999997
1111000001110000,3.0,6.0,0.5624999999999999
1100100010110000,1.0,13.0,0.25
0011011111110111,2.0,8.0,0.40625
0001011100000000,1.0,11.0,0.1125
1111110011001000,2.0,10.0,0.4
1100100011001101,1.0,10.0,0.4125
1111110111111100,4.0,7.0,0.5406249999999999
0110010000000000,1.0,11.0,0.6
0001100000010000,1.0,9.0,0.3
0001000100010001,6.0,4.0,0.6124999999999999
0111001111111111,4.0,7.0,0.5562499999999999
0000110000100010,2.0,8.0,0.50625
0000010001000101,2.0,11.0,0.3375
0000101000000010,9.0,7.0,0.5402777777777777
0111000001110111,1.0,6.0,0.625
1110111100000010,3.0,13.0,0.425
0000000000100111,1.0,8.0,0.6
0000000010100000,16.0,6.0,0.6718750000000001
1000100011110111,1.0,11.0,0.475
0000000011001111,2.0,5.0,0.48750000000000004
1100000011010000,2.0,8.0,0.56875
1111000000110000,5.0,5.0,0.4925
1011001011111110,1.0,12.0,0.5125
1101111111110111,2.0,10.0,0.44375
1111101100100010,1.0,10.0,0.5125
0101010101111111,3.0,7.0,0.5166666666666667
0000010000001100,3.0,7.0,0.5791666666666667
0000101100001011,2.0,5.0,0.54375
0011111101111111,5.0,7.0,0.585
1110001011101110,1.0,7.0,0.4875
0100000010100010,1.0,12.0,0.3625
0110111110111111,1.0,15.0,0.45
0101010111011111,1.0,7.0,0.5375
1111110011110111,2.0,9.0,0.43125
1111111101111110,4.0,10.0,0.53125
0111110111011101,1.0,12.0,0.4125
1111111101011111,18.0,4.0,0.6527777777777779
0101010111110100,2.0,9.0,0.5562499999999999
0111111101110101,3.0,8.0,0.5791666666666667
1111111100000011,5.0,5.0,0.48
1111111011110000,4.0,7.0,0.47187500000000004
0001100100111001,1.0,11.0,0.3625
1010111011111111,6.0,7.0,0.4895833333333333
1111110111111101,11.0,4.0,0.5727272727272726
0011011111011111,1.0,13.0,0.4125
0010000000110111,1.0,12.0,0.3875
1100111111110101,1.0,8.0,0.4125
1111010101110001,1.0,11.0,0.3
0000010011000110,1.0,13.0,0.3375
1011101000111011,2.0,11.0,0.42500000000000004
1100111111001101,2.0,7.0,0.40625
0001010101110101,1.0,13.0,0.475
0001011101010111,1.0,10.0,0.55
0010101011111010,1.0,9.0,0.45
1111111101100111,2.0,9.0,0.4625
0100010011110100,2.0,6.0,0.45625
1110110111101111,2.0,9.0,0.44999999999999996
0000000010110001,2.0,8.0,0.3625
0101000001110010,1.0,7.0,0.3125
1110001011001111,1.0,10.0,0.1875
1101010100110011,1.0,10.0,0.2625
0101010111111111,12.0,3.0,0.6416666666666667
1111001111110010,2.0,7.0,0.46249999999999997
0101111100000000,3.0,5.0,0.44166666666666665
1010111000100000,1.0,12.0,0.45
0000000001010001,7.0,7.0,0.4946428571428572
