,Frequency,Dimension,Robustness
1100000001000100,3.0,8.0,0.49583333333333335
0101111101011000,1.0,10.0,0.5125
0000000011000100,6.0,7.0,0.5479166666666667
1010111100000000,5.0,5.0,0.5449999999999999
1010001010100000,1.0,8.0,0.5
0111111011110011,1.0,14.0,0.45
1111110111111111,31.0,5.0,0.6508064516129032
0100011011001111,1.0,11.0,0.5125
1111111100000100,2.0,6.0,0.49375
1111111100010101,3.0,7.0,0.5708333333333334
0000001101010101,2.0,7.0,0.45625000000000004
1111111111101010,6.0,7.0,0.4625000000000001
1010000001110000,1.0,9.0,0.55
0111011100110011,1.0,5.0,0.625
1111100011111111,7.0,7.0,0.5321428571428571
1100001111001001,1.0,15.0,0.2
0000000010001110,2.0,11.0,0.45
0000000001011101,1.0,8.0,0.5625
1110000001100011,1.0,14.0,0.3625
1110001011000011,1.0,11.0,0.55
0011000001000000,2.0,11.0,0.5125
0101000101010001,4.0,5.0,0.453125
0000111010100000,1.0,12.0,0.4375
1010000010101110,1.0,9.0,0.35
0000010100000101,8.0,4.0,0.5953124999999999
1010001100000011,1.0,7.0,0.35
0000011000000100,1.0,11.0,0.4625
1000100011111000,1.0,6.0,0.5125
0011110010110000,1.0,11.0,0.575
1111111100001100,3.0,5.0,0.5583333333333332
0000010001000010,1.0,15.0,0.4
0000001000000011,2.0,7.0,0.58125
1000001100000101,1.0,13.0,0.4625
0000000000110011,13.0,4.0,0.625
1010111001101110,1.0,12.0,0.3625
1110011111111111,3.0,10.0,0.5791666666666667
1111111111110101,10.0,4.0,0.61
1111100011110011,2.0,9.0,0.35
1010111111100000,1.0,10.0,0.4125
1111110011111101,7.0,7.0,0.44642857142857145
1110110011101110,2.0,7.0,0.43125
0010001000000000,18.0,6.0,0.6527777777777778
0111101010111010,1.0,12.0,0.325
0011101100110011,2.0,6.0,0.4625
0111001101110011,3.0,5.0,0.6166666666666667
0110011000100100,1.0,14.0,0.425
1100000000001010,1.0,8.0,0.525
1010101000011100,1.0,12.0,0.5
1101010111110111,2.0,8.0,0.5
1101111011001101,1.0,14.0,0.4
1111101011111111,17.0,4.0,0.5676470588235295
1100000011001111,1.0,6.0,0.3625
0011000000110000,9.0,4.0,0.6472222222222223
0000110101001101,3.0,10.0,0.3458333333333334
1101111110011111,2.0,9.0,0.54375
1100110000000000,12.0,4.0,0.6541666666666668
0000000000001101,3.0,7.0,0.4791666666666667
0010000110101001,1.0,13.0,0.3125
1111010011111100,2.0,7.0,0.525
0001000110001001,1.0,13.0,0.3625
0000001100000000,16.0,6.0,0.55859375
1000100000000100,4.0,11.0,0.5
0010000000010001,1.0,11.0,0.425
0111111000111011,1.0,13.0,0.2875
1010101011100010,1.0,10.0,0.5
1110111011111011,1.0,9.0,0.4125
1100110011011101,2.0,5.0,0.59375
0101010011111111,1.0,7.0,0.325
1010111110111111,7.0,7.0,0.48749999999999993
0001000100110001,2.0,8.0,0.46875
0010001011101010,1.0,9.0,0.2
0100111111101100,1.0,12.0,0.4125
1110111110001011,1.0,12.0,0.2375
1111011111110010,1.0,8.0,0.4125
1000001100000011,1.0,8.0,0.35
0101110000000000,4.0,8.0,0.5343749999999999
1011110010111111,1.0,8.0,0.525
1000000001000000,2.0,10.0,0.575
0101010000010101,1.0,10.0,0.5125
1111111110111010,4.0,7.0,0.521875
1011001111111011,1.0,11.0,0.475
1100101000101010,2.0,11.0,0.45625
1111111111100000,2.0,7.0,0.44375
0000101100011010,1.0,13.0,0.3375
1111111100111111,23.0,4.0,0.6614130434782607
0111000011110000,2.0,6.0,0.55
0110010011100110,1.0,15.0,0.15
0010101000101010,4.0,5.0,0.5999999999999999
0000110001100000,1.0,16.0,0.2625
1111001100111111,1.0,8.0,0.55
0011000001000100,2.0,8.0,0.4375
1111010111100101,2.0,8.0,0.38125
0000001110010011,1.0,13.0,0.3875
0111010100110011,1.0,9.0,0.25
1111011110011101,1.0,14.0,0.425
1000111111011101,1.0,9.0,0.2875
1000000010100000,3.0,7.0,0.5333333333333333
0011000000111101,2.0,10.0,0.4625
0100110111110101,1.0,13.0,0.375
1010101111111111,4.0,7.0,0.5625
0010111100000001,1.0,12.0,0.275
0010001010101010,4.0,5.0,0.590625
0101110101011111,3.0,7.0,0.4291666666666667
1101111100110011,1.0,8.0,0.3625
1000000000101010,2.0,12.0,0.5125
0000111100001011,2.0,6.0,0.59375
1010101000100000,2.0,8.0,0.44999999999999996
1111000111000000,1.0,9.0,0.45
1101000011111101,1.0,11.0,0.225
0001110001011111,1.0,11.0,0.375
0000000010001011,1.0,8.0,0.4625
1111111011011110,2.0,9.0,0.48125
1100101011110100,1.0,14.0,0.3
1101010111111111,3.0,7.0,0.625
0010101000100010,2.0,8.0,0.4
0010011101000100,1.0,10.0,0.175
1111101101110011,3.0,8.0,0.4749999999999999
1011111110111111,16.0,4.0,0.6546874999999999
0000010100001100,2.0,8.0,0.4
0101110001011100,3.0,6.0,0.3958333333333333
0001000111111111,4.0,5.0,0.53125
0101000101111111,1.0,11.0,0.475
0000110110001000,1.0,9.0,0.525
0001101110000000,2.0,13.0,0.4125
0100000001001101,1.0,12.0,0.4375
1111101000001110,1.0,10.0,0.3875
1100000010000000,5.0,7.0,0.5800000000000001
0000000010001100,7.0,7.0,0.5946428571428571
1111001111110101,3.0,8.0,0.3958333333333333
0000010000000001,2.0,10.0,0.48750000000000004
0010001000100110,2.0,8.0,0.43125
0000101000101000,2.0,12.0,0.43125
1101110110011101,3.0,8.0,0.375
1110011100100010,1.0,11.0,0.225
1110110000010011,1.0,15.0,0.2625
1110101000001010,1.0,9.0,0.35
0101011101010111,4.0,5.0,0.5375
1111010111111010,1.0,8.0,0.475
0000111001111111,1.0,11.0,0.3875
0000000000000111,4.0,7.0,0.459375
1111111101010011,1.0,8.0,0.5625
1011011100000100,1.0,11.0,0.3375
0001010111111111,2.0,7.0,0.45
0000000000011001,2.0,11.0,0.36875
0011001110100010,1.0,9.0,0.3
1111111100000000,23.0,2.0,0.6538043478260871
0110011100001111,1.0,11.0,0.5625
1010001001000110,1.0,12.0,0.3125
0000000011111010,3.0,5.0,0.6
1100100011101000,1.0,10.0,0.475
1000101000000000,6.0,7.0,0.56875
1110110011111100,4.0,7.0,0.5375
1110100011111001,1.0,12.0,0.125
1111111101011101,2.0,7.0,0.45625000000000004
1100010110001000,1.0,13.0,0.3375
1010100000001010,1.0,9.0,0.5875
0011001000001010,1.0,9.0,0.4625
1101000011011100,1.0,9.0,0.5375
1010000010100011,1.0,7.0,0.575
1100111101100011,1.0,14.0,0.325
0010100000000000,2.0,10.0,0.55
0101011101000111,1.0,9.0,0.55
1101100100100010,1.0,14.0,0.4
1111110001111111,1.0,9.0,0.575
0000111100111111,5.0,5.0,0.43
0111000000000000,3.0,7.0,0.6708333333333334
1111111100100110,1.0,9.0,0.5375
1010010100000101,1.0,7.0,0.575
0111111101110011,3.0,8.0,0.5041666666666668
1110110011110101,1.0,9.0,0.3875
1011011111010101,1.0,13.0,0.275
0111010111111101,4.0,8.0,0.50625
0000000010100010,4.0,7.0,0.609375
0101000000000000,12.0,6.0,0.6479166666666667
1101010011110101,2.0,11.0,0.5
0001011110001111,1.0,14.0,0.3625
1110111111101111,18.0,4.0,0.5930555555555557
1110001100000010,1.0,13.0,0.325
0100010101110111,1.0,9.0,0.4375
0010111011111111,3.0,8.0,0.5208333333333334
1111111110111011,18.0,4.0,0.6347222222222223
0000011000000111,1.0,9.0,0.4
1001000010100000,1.0,12.0,0.4125
0011111100101110,4.0,7.0,0.43749999999999994
0101000011011110,1.0,10.0,0.225
1000000011001100,1.0,8.0,0.55
1111010110111011,2.0,8.0,0.4625
0000000001001100,7.0,7.0,0.5357142857142855
1100111011001111,3.0,7.0,0.4875
0100111111001100,2.0,9.0,0.4375
1101110111111111,13.0,4.0,0.6701923076923075
0010001001000100,1.0,8.0,0.55
0010101110111011,1.0,11.0,0.4875
0010111100001111,2.0,6.0,0.51875
1111000011110000,18.0,2.0,0.6083333333333333
1110000001100000,1.0,9.0,0.4
1111000000000000,10.0,4.0,0.6712499999999999
1111000011001111,2.0,7.0,0.35625
0000110100000101,2.0,8.0,0.35625
0100000011010101,1.0,11.0,0.35
0111111101001111,5.0,8.0,0.48
1111111001111111,1.0,10.0,0.4375
1111100100000000,2.0,10.0,0.4125
1000111111001101,2.0,11.0,0.31875
1001100010001000,1.0,8.0,0.5375
0100010010001000,2.0,8.0,0.49374999999999997
1111001100001100,1.0,10.0,0.4875
0100111111001111,2.0,7.0,0.45625
0001000000110011,3.0,8.0,0.39999999999999997
0010001100111011,1.0,13.0,0.2875
1011001100111111,1.0,9.0,0.425
1111110000110000,2.0,6.0,0.48125
0011111010111010,2.0,12.0,0.33125
1000000010001001,1.0,12.0,0.4
0010110000000000,1.0,11.0,0.6125
0001110000001000,1.0,12.0,0.4625
1111101111101010,3.0,8.0,0.4041666666666666
1111111110101010,13.0,3.0,0.5605769230769231
1101110100000000,2.0,5.0,0.63125
1111111101110111,20.0,4.0,0.61875
1010111010101010,1.0,6.0,0.3875
0111001111111000,1.0,12.0,0.3875
0001000000001010,1.0,9.0,0.425
1011000000001010,1.0,12.0,0.525
0001000110001100,1.0,13.0,0.375
0101111101011111,10.0,3.0,0.6675
1011111100111111,3.0,7.0,0.6416666666666667
1110110100000101,1.0,10.0,0.3125
0111000001010000,2.0,8.0,0.41875
0101111101010100,1.0,9.0,0.4
1110111111111011,2.0,10.0,0.33125
1111101011111110,3.0,7.0,0.5166666666666667
0000010001000100,2.0,7.0,0.5375
1010111110110111,2.0,12.0,0.55625
1100100001010000,1.0,9.0,0.4875
0101110101011100,1.0,9.0,0.425
1011101110001011,1.0,7.0,0.55
1101110010110001,1.0,15.0,0.1125
1010101000000000,11.0,4.0,0.6488636363636364
0011101000000010,1.0,12.0,0.35
1100111011111110,4.0,8.0,0.47187500000000004
1110111011001100,3.0,5.0,0.5375
1101110000010000,1.0,7.0,0.525
0100010100001100,1.0,12.0,0.4625
0000000011001000,7.0,7.0,0.5196428571428572
0010000000110110,1.0,16.0,0.35
0101000001000000,7.0,7.0,0.5678571428571428
0100001101010111,1.0,10.0,0.35
1111111100000101,3.0,5.0,0.42083333333333334
1111110100100010,1.0,11.0,0.525
0101010101000100,4.0,5.0,0.503125
0100111101011111,3.0,7.0,0.4541666666666666
1111111110001111,6.0,7.0,0.5645833333333335
0101010011001100,1.0,9.0,0.325
1111101100001101,1.0,12.0,0.425
1000110010100000,2.0,9.0,0.4375
1111110011000100,2.0,10.0,0.50625
1010000010100000,14.0,4.0,0.6624999999999999
1011111101011111,3.0,9.0,0.5333333333333333
1111111111101100,1.0,7.0,0.45
0111010101110111,2.0,7.0,0.45625
0010001001001111,1.0,11.0,0.225
1101000100000001,1.0,9.0,0.325
1101010101010101,2.0,6.0,0.59375
1010010110101111,1.0,7.0,0.4
0000110000001000,8.0,7.0,0.5468749999999999
0101101011111011,1.0,12.0,0.4125
0100101111101011,1.0,12.0,0.425
1110101001111011,1.0,13.0,0.4875
0000011100000011,2.0,8.0,0.40625
1011000011001100,1.0,10.0,0.4375
0001000011111111,5.0,6.0,0.475
1111001111111011,3.0,7.0,0.5625
0011111100111011,2.0,7.0,0.54375
1101111100001111,1.0,7.0,0.3125
1010000011110000,1.0,5.0,0.5625
1111000100111111,1.0,12.0,0.475
0111101111111111,1.0,10.0,0.55
0011000010101001,1.0,17.0,0.3125
1010010100000001,1.0,12.0,0.4375
1010001100110001,1.0,14.0,0.425
1000000010000000,15.0,6.0,0.6908333333333335
0010101000001011,1.0,12.0,0.175
0101011101110010,1.0,11.0,0.2875
1011000111111101,1.0,9.0,0.5125
0000000001010101,12.0,4.0,0.609375
0000000100100001,1.0,11.0,0.525
1111000011001000,1.0,9.0,0.4125
0101001000011000,1.0,18.0,0.25
1100110111101111,2.0,8.0,0.4875
0010011000100010,3.0,8.0,0.47500000000000003
0011101100000000,2.0,8.0,0.55
1111111010000000,1.0,13.0,0.45
1111101011111011,5.0,7.0,0.4625
1100010000000100,2.0,8.0,0.53125
0000101000101010,1.0,8.0,0.5375
1000100111111111,1.0,9.0,0.3875
1100010100000100,1.0,12.0,0.3875
1010101110111111,1.0,11.0,0.4375
1010000000100000,1.0,7.0,0.3625
1111000100110011,1.0,9.0,0.4125
1000110000000000,3.0,7.0,0.6583333333333333
0111010100000000,1.0,8.0,0.55
0011000100100000,2.0,8.0,0.5125
1010110110100001,1.0,11.0,0.35
1100110011110101,1.0,7.0,0.2875
0000101100000010,2.0,11.0,0.31875
1111111111101110,16.0,4.0,0.5343750000000002
1101101000001010,1.0,10.0,0.4875
0001000100010011,4.0,8.0,0.475
0101010111111101,1.0,7.0,0.575
1101111111011011,1.0,9.0,0.525
1101010111011101,3.0,7.0,0.4000000000000001
1111110011101100,4.0,7.0,0.5125
0010111100001101,1.0,10.0,0.3875
1111111001010000,1.0,9.0,0.4375
1111111011001111,1.0,9.0,0.25
0000101100001000,1.0,8.0,0.625
1100000000000101,1.0,8.0,0.5375
1001001011110111,1.0,17.0,0.475
0010000000001000,3.0,10.0,0.6
1111000011000000,2.0,5.0,0.6625
0000110001010101,1.0,7.0,0.55
1101110111101111,1.0,9.0,0.4125
0010111011101100,1.0,11.0,0.35
0010001011110010,2.0,6.0,0.4875
1100111111011101,1.0,8.0,0.45
1101111111111101,2.0,10.0,0.42500000000000004
1100110011101110,3.0,5.0,0.5208333333333334
1101010001000000,1.0,18.0,0.4
0011001101000000,2.0,8.0,0.4625
0011000011000000,1.0,8.0,0.5
1100110101110111,1.0,12.0,0.5625
0000101000001110,5.0,8.0,0.4625
1111110001110000,1.0,9.0,0.5125
0101011111010101,1.0,10.0,0.5
0011001101110111,4.0,5.0,0.553125
1010000010001000,2.0,8.0,0.475
0011001111110000,1.0,6.0,0.4
1001100100100000,1.0,13.0,0.275
0111010000000000,1.0,8.0,0.55
0000000001011011,3.0,9.0,0.4291666666666667
0001010111001100,1.0,10.0,0.475
0011001000000000,4.0,7.0,0.65625
0010000000100010,1.0,7.0,0.5125
0101100011111111,1.0,9.0,0.5625
1111010111011111,3.0,9.0,0.42083333333333334
1111111101011010,1.0,8.0,0.35
1100100011111011,1.0,7.0,0.45
1101111111110011,3.0,9.0,0.46666666666666673
1111010011110000,5.0,6.0,0.49750000000000005
1010101011000010,1.0,11.0,0.3375
0011111100000010,1.0,10.0,0.4
1101000011010001,1.0,9.0,0.475
1001101111111111,1.0,9.0,0.5
1111010000000000,2.0,8.0,0.6125
1000100010001000,15.0,4.0,0.6625
1000100011111111,6.0,5.0,0.5666666666666667
0100010000001000,1.0,11.0,0.45
1111111101110001,1.0,11.0,0.4625
1000100011001101,2.0,9.0,0.4125
0101000011110000,1.0,5.0,0.5875
1111111011111010,3.0,7.0,0.5958333333333333
1111111101011011,1.0,9.0,0.65
0100111011000000,2.0,13.0,0.475
1011011110110101,1.0,12.0,0.4375
1110110000000000,1.0,8.0,0.5875
1111111110110111,2.0,10.0,0.54375
1011001111111110,1.0,13.0,0.3375
1100010011000000,1.0,8.0,0.5125
1111000010001110,1.0,15.0,0.35
1010111110001110,1.0,11.0,0.4375
1000001010001010,2.0,9.0,0.45
1110111110000000,1.0,13.0,0.3625
1100010000000000,2.0,7.0,0.53125
0010011110101111,2.0,7.0,0.59375
0001000100000011,2.0,8.0,0.375
1101010000110011,1.0,15.0,0.45
1111011011111110,1.0,9.0,0.35
1101010111110101,1.0,7.0,0.4875
0011111110001100,1.0,10.0,0.4875
0101111101000100,1.0,9.0,0.6
0011000000000011,1.0,8.0,0.425
1010101000110011,1.0,6.0,0.425
1011100011110000,1.0,10.0,0.4
1011101011110111,1.0,13.0,0.3625
1100000011010101,1.0,6.0,0.25
0010101000110011,1.0,9.0,0.3125
1100100000000000,9.0,7.0,0.5833333333333333
1010101001011100,1.0,11.0,0.4125
1010110011111100,1.0,7.0,0.275
1011101100111011,1.0,7.0,0.575
0000011101010111,2.0,9.0,0.55
0000000011000000,15.0,6.0,0.6983333333333334
1111000101010001,1.0,9.0,0.325
0000001000000010,22.0,6.0,0.6346590909090909
0000110000000100,3.0,7.0,0.6041666666666666
1010111000001110,1.0,9.0,0.3125
0100010011000000,1.0,8.0,0.4625
0101010000000000,5.0,7.0,0.5574999999999999
0001001110111111,1.0,11.0,0.425
0010000111100000,1.0,13.0,0.3125
1101110101000000,1.0,10.0,0.5375
1110101011110100,1.0,13.0,0.3875
0000111110101010,1.0,6.0,0.525
1110110111101101,1.0,8.0,0.55
0001010100001101,1.0,12.0,0.4125
0000011100000101,6.0,8.0,0.4458333333333333
1111111100100111,1.0,8.0,0.3875
1001100010011000,1.0,7.0,0.55
1100011111001000,1.0,15.0,0.3
1100111000000100,1.0,12.0,0.575
0000000100000100,1.0,10.0,0.4625
0001110001110111,1.0,14.0,0.275
1111000011110011,7.0,5.0,0.4964285714285714
0100000000000001,2.0,10.0,0.43125
1110110011100100,2.0,9.0,0.45
1101111001010101,1.0,12.0,0.2875
0001110100001100,1.0,7.0,0.4375
1010001000000010,1.0,8.0,0.5875
0000010011100000,1.0,12.0,0.4625
0010101001100000,1.0,13.0,0.3125
0001010100010000,3.0,8.0,0.5166666666666667
0010000011100000,3.0,8.0,0.5083333333333333
0001000001000000,2.0,10.0,0.6187499999999999
1110000011111111,2.0,7.0,0.56875
1111000000010000,3.0,8.0,0.45416666666666666
1111101101011101,1.0,13.0,0.425
0001111100001100,1.0,9.0,0.2875
1100010111000110,1.0,15.0,0.4125
0110111011111111,2.0,9.0,0.5562499999999999
0000100110000011,1.0,17.0,0.325
1110111001101110,1.0,8.0,0.525
0000010000001010,1.0,11.0,0.55
0000000000001111,11.0,4.0,0.5954545454545455
1100110001000100,4.0,5.0,0.575
1101111111001100,3.0,7.0,0.4791666666666667
0001001100110011,3.0,6.0,0.5666666666666667
0100000001010001,2.0,8.0,0.38125
1111111111110000,10.0,3.0,0.6099999999999999
0010000001100100,1.0,8.0,0.5375
0100010000010001,2.0,8.0,0.4125
1010111110110101,1.0,12.0,0.3875
1101110011111100,2.0,7.0,0.54375
0000100000100010,1.0,11.0,0.3875
0101110101010101,4.0,6.0,0.6156250000000001
1101110011011100,3.0,5.0,0.44166666666666665
0001110100001111,1.0,10.0,0.5125
1100111110001100,1.0,10.0,0.35
0000000100000011,5.0,7.0,0.525
1111111100110111,1.0,7.0,0.5375
1010101110111010,1.0,10.0,0.4625
1111101010111011,1.0,8.0,0.2875
0000000001001101,1.0,11.0,0.4125
1100000011000000,11.0,4.0,0.6613636363636366
1111011111000111,2.0,8.0,0.36875
0011000011001100,1.0,7.0,0.35
0111001111110111,2.0,11.0,0.55625
0000000010000011,1.0,11.0,0.525
0000000001010100,3.0,7.0,0.4375
0111011100000111,1.0,6.0,0.3625
1001111101011111,2.0,12.0,0.51875
0101010101000111,1.0,10.0,0.4125
1100000110000000,1.0,12.0,0.525
1100111110001111,1.0,7.0,0.5
1010001011111110,1.0,11.0,0.4875
0101000001010000,14.0,4.0,0.5857142857142856
1111111111011100,1.0,7.0,0.3125
0101000000010000,6.0,7.0,0.54375
1101010111111101,1.0,11.0,0.575
0000111100110011,1.0,6.0,0.5875
1111011100110010,1.0,11.0,0.2125
1111001110101010,1.0,7.0,0.55
0000000010001111,1.0,8.0,0.4625
0010010100000101,3.0,8.0,0.4583333333333333
0111001100000111,1.0,10.0,0.55
0100011101010101,1.0,10.0,0.5125
0101000011111000,1.0,9.0,0.4
1011110001111100,1.0,13.0,0.425
0101000011000100,1.0,12.0,0.3875
0011001110000000,2.0,8.0,0.44375
0000101110101111,1.0,10.0,0.425
0001000000011000,1.0,9.0,0.4375
0000000001110110,1.0,9.0,0.3125
1101110000000000,2.0,8.0,0.5375
1110111011111110,5.0,7.0,0.48249999999999993
0001000001010101,2.0,8.0,0.40625
1010101110110000,1.0,10.0,0.375
0011001111110101,1.0,7.0,0.5
1110110011101100,3.0,5.0,0.5208333333333334
1010101011111011,3.0,7.0,0.4583333333333333
0000001000001010,4.0,7.0,0.55
1101100011110000,2.0,10.0,0.3625
1100000011010111,1.0,10.0,0.2875
1111111010101110,3.0,8.0,0.45
0001000100111011,1.0,9.0,0.5125
1100110100001100,1.0,10.0,0.475
1000110011101100,2.0,13.0,0.525
1010100000000000,6.0,7.0,0.5458333333333333
1111101110111111,1.0,10.0,0.5875
0001111101011111,2.0,7.0,0.54375
1011110110110111,1.0,14.0,0.4375
1000111010111111,1.0,12.0,0.2375
0001000100010010,1.0,12.0,0.15
1011000110110001,3.0,6.0,0.44999999999999996
1110001110101011,1.0,12.0,0.35
0001000000010001,1.0,7.0,0.525
0000111000001011,1.0,10.0,0.425
1111111000110011,1.0,8.0,0.5375
1010100000101100,1.0,13.0,0.3875
1111011101000000,3.0,13.0,0.45416666666666666
0000110100010001,1.0,9.0,0.3
1100111111001110,3.0,7.0,0.3916666666666666
0101111100011111,3.0,7.0,0.4375
1111000011010001,2.0,10.0,0.38125
1101111111001110,2.0,8.0,0.42500000000000004
0000111000101110,1.0,9.0,0.45
1001000111000000,1.0,13.0,0.5
1011001111001000,1.0,15.0,0.35
1001000000000000,2.0,10.0,0.58125
1100110010001000,2.0,5.0,0.56875
1000111111111111,3.0,7.0,0.6083333333333334
0000010101110111,1.0,9.0,0.325
0000101000011111,1.0,9.0,0.35
0100011011110011,1.0,14.0,0.475
1111001111011011,2.0,13.0,0.35625
0000000011111011,3.0,6.0,0.5083333333333333
1110111110101111,7.0,7.0,0.5321428571428573
1110000010100000,2.0,8.0,0.53125
1010111011101110,1.0,7.0,0.5125
0001011100000011,1.0,11.0,0.55
1110010100100000,1.0,13.0,0.475
0100010010100000,1.0,8.0,0.3625
0010111100100111,1.0,9.0,0.4
0111001100000000,1.0,8.0,0.625
0011111111111010,2.0,8.0,0.525
1100110001111111,1.0,8.0,0.45
1000010110000101,1.0,7.0,0.5875
1100110011000100,2.0,6.0,0.59375
1010101011110000,1.0,6.0,0.725
1110010111111111,2.0,9.0,0.475
1100100011111111,2.0,7.0,0.6375
1100001101110110,1.0,17.0,0.2
1000100010011001,1.0,7.0,0.3625
1110001111011111,1.0,14.0,0.475
0000001100000101,1.0,8.0,0.5625
1111111110101011,2.0,7.0,0.48125
1111110111111110,1.0,10.0,0.425
1111101111110101,1.0,9.0,0.5125
0000111000001000,2.0,11.0,0.44375
1011101111111101,1.0,9.0,0.6125
1101111110111111,3.0,10.0,0.5458333333333333
1111110101010111,1.0,12.0,0.5625
0010001000000100,3.0,9.0,0.4875
1011111110111011,3.0,7.0,0.6083333333333334
1111111011101110,6.0,7.0,0.5270833333333332
0000000001110000,3.0,7.0,0.5833333333333334
1111110011001111,3.0,8.0,0.325
1110011111101111,1.0,9.0,0.45
1011111111111010,1.0,9.0,0.6375
0100000001000011,1.0,8.0,0.5375
0111001100010000,1.0,11.0,0.5125
0000000011001101,2.0,8.0,0.49375
1011101100110101,1.0,12.0,0.575
1100111111111010,1.0,8.0,0.4875
1111001111100010,1.0,7.0,0.525
1011000011111100,1.0,9.0,0.325
0101101111001111,1.0,13.0,0.3375
0000001000010010,2.0,11.0,0.44999999999999996
0101011101011111,2.0,7.0,0.55
1100110011001000,2.0,6.0,0.51875
1111111100001011,4.0,7.0,0.5
1100110011110100,1.0,9.0,0.35
0000101001000000,1.0,9.0,0.55
1111111111001100,9.0,3.0,0.6430555555555556
0100000001000100,7.0,7.0,0.5482142857142857
1111000011010100,2.0,13.0,0.35624999999999996
0010000000101110,1.0,9.0,0.325
1111000011011110,1.0,12.0,0.4875
0001000110001111,2.0,11.0,0.35625
1111010101110101,1.0,7.0,0.55
0011001101010101,4.0,6.0,0.49375
1100000011101001,1.0,16.0,0.25
1000001111010101,1.0,11.0,0.3125
0100001100000011,2.0,8.0,0.53125
0101010101010000,4.0,5.0,0.41874999999999996
0111011100111011,1.0,9.0,0.25
0000100011111010,2.0,9.0,0.46875
1111110101110011,1.0,13.0,0.325
0011010011111111,1.0,9.0,0.4375
0000100000100000,2.0,10.0,0.64375
0111001011110010,1.0,9.0,0.425
1100101010101011,1.0,14.0,0.4
1111011101011111,1.0,9.0,0.45
0001000100000001,6.0,7.0,0.5187499999999999
1111111101000000,4.0,6.0,0.4625
1110111111100101,1.0,8.0,0.2625
0010110000001111,1.0,11.0,0.3375
1100000011110001,1.0,9.0,0.375
0100111111111011,1.0,13.0,0.45
0010010000000100,1.0,9.0,0.6
1111101001110100,1.0,12.0,0.4125
1100000000000001,3.0,9.0,0.4916666666666667
0111010101110101,2.0,5.0,0.46875
1111000011111110,1.0,7.0,0.4875
0111011110111111,2.0,9.0,0.63125
0001100100010001,1.0,8.0,0.6
0010001100000000,4.0,7.0,0.6
0000110100101111,1.0,10.0,0.4875
1111011101010111,7.0,8.0,0.5232142857142859
1101000111111011,1.0,9.0,0.375
0000001000110011,2.0,8.0,0.55
0000100000001111,1.0,8.0,0.45
0111000001000000,1.0,8.0,0.325
1111101001000000,1.0,9.0,0.5125
0100000010001000,1.0,11.0,0.6625
1100101111001011,2.0,7.0,0.5687500000000001
1100010100000000,2.0,8.0,0.5375
0001001000100111,1.0,18.0,0.3375
0000000000101011,1.0,11.0,0.225
1010111111001111,1.0,8.0,0.5
0111000110100001,1.0,14.0,0.275
1010101001111111,1.0,8.0,0.3875
1111111110100010,1.0,7.0,0.6
1011001110000011,1.0,10.0,0.3625
1111011100111111,1.0,9.0,0.5625
1011111110110011,1.0,8.0,0.525
0111010111110111,1.0,11.0,0.4625
1110111111100100,2.0,9.0,0.44375
0000000011110101,3.0,5.0,0.5541666666666667
1001100010110001,1.0,15.0,0.3125
1011111110111101,4.0,9.0,0.4375
1111101000001010,3.0,6.0,0.5541666666666667
1010000010000000,3.0,7.0,0.5083333333333333
1111110001011111,2.0,8.0,0.48125
0000011101110111,1.0,6.0,0.55
0000011000000010,1.0,11.0,0.55
1111111011100100,1.0,12.0,0.375
0011011110101111,1.0,9.0,0.5625
0101000000110101,1.0,13.0,0.4375
1111001101000000,2.0,9.0,0.3375
0000010110111100,1.0,14.0,0.3375
1011101000111010,1.0,9.0,0.3625
0111111111100101,1.0,14.0,0.4125
1111101111011111,3.0,10.0,0.4791666666666667
0000110111011101,1.0,6.0,0.45
0100010011001111,2.0,9.0,0.43124999999999997
0011001100111111,2.0,5.0,0.4375
0001000011111110,2.0,10.0,0.38125
1010001011111010,1.0,10.0,0.475
1100010000001111,1.0,10.0,0.3875
0100111100001111,4.0,6.0,0.540625
0101000000100101,1.0,13.0,0.425
1000000100000000,3.0,10.0,0.5041666666666667
0111111100110001,1.0,11.0,0.3125
0000010000110000,1.0,9.0,0.525
0011010100010000,1.0,12.0,0.45
0101011100000000,2.0,8.0,0.45
0011000011110111,1.0,10.0,0.3375
1100101011101010,2.0,9.0,0.3375
1100111111101111,5.0,7.0,0.5825000000000001
1011100000010000,1.0,9.0,0.2625
1011101001111111,1.0,12.0,0.375
1111110111110111,1.0,10.0,0.5625
0000001100001111,4.0,5.0,0.5
1000101000001111,1.0,9.0,0.4625
0001110011000000,1.0,13.0,0.175
0001000000011101,1.0,9.0,0.25
0011101100100010,1.0,10.0,0.375
1010000010101010,5.0,5.0,0.5349999999999999
0000100000001100,2.0,7.0,0.48124999999999996
1100110001000000,4.0,8.0,0.5
1010100011111100,4.0,6.0,0.359375
1011101110101010,3.0,5.0,0.4916666666666667
1111001100100011,1.0,9.0,0.4875
1111111111010000,3.0,7.0,0.49583333333333335
1111010110101101,1.0,12.0,0.4
1000000000000011,2.0,9.0,0.625
0101100100001000,1.0,13.0,0.525
0101010001110101,1.0,13.0,0.325
1101111110000011,1.0,12.0,0.5
1101111100101011,1.0,16.0,0.3125
1111010111110101,3.0,3.0,0.6666666666666666
1010000010110010,1.0,11.0,0.35
1111011100000100,1.0,10.0,0.45
