,Literals Count,Clauses Count,Dimension
0010001000000000,3.0,3.0,6.0
0010001000000001,7.0,4.0,11.0
0010001000000010,4.0,3.0,7.0
0010001000000011,5.0,3.0,8.0
0010001000000100,7.0,2.0,9.0
0010001000000101,6.0,2.0,8.0
0010001000000110,8.0,4.0,12.0
0010001000000111,6.0,3.0,9.0
0010001000001000,7.0,4.0,11.0
0010001000001001,11.0,5.0,16.0
0010001000001010,5.0,3.0,8.0
0010001000001011,8.0,4.0,12.0
0010001000001100,6.0,2.0,8.0
0010001000001101,9.0,4.0,13.0
0010001000001110,6.0,3.0,9.0
0010001000001111,5.0,2.0,7.0
0010001000010000,7.0,4.0,11.0
0010001000010001,5.0,3.0,8.0
0010001000010010,8.0,4.0,12.0
0010001000010011,6.0,3.0,9.0
0010001000010100,11.0,5.0,16.0
0010001000010101,8.0,4.0,12.0
0010001000010110,12.0,5.0,17.0
0010001000010111,9.0,4.0,13.0
0010001000011000,11.0,3.0,14.0
0010001000011001,10.0,3.0,13.0
0010001000011010,10.0,3.0,13.0
0010001000011011,9.0,4.0,13.0
0010001000011100,10.0,3.0,13.0
0010001000011101,9.0,4.0,13.0
0010001000011110,12.0,5.0,17.0
0010001000011111,8.0,3.0,11.0
0010001000100000,4.0,3.0,7.0
0010001000100001,8.0,4.0,12.0
0010001000100010,2.0,2.0,4.0
0010001000100011,5.0,3.0,8.0
0010001000100100,10.0,3.0,13.0
0010001000100101,9.0,4.0,13.0
0010001000100110,6.0,2.0,8.0
0010001000100111,5.0,2.0,7.0
0010001000101000,8.0,4.0,12.0
0010001000101001,14.0,6.0,20.0
0010001000101010,5.0,3.0,8.0
0010001000101011,8.0,3.0,11.0
0010001000101100,9.0,4.0,13.0
0010001000101101,12.0,5.0,17.0
0010001000101110,5.0,2.0,7.0
0010001000101111,4.0,2.0,6.0
0010001000110000,5.0,3.0,8.0
0010001000110001,6.0,3.0,9.0
0010001000110010,5.0,3.0,8.0
0010001000110011,3.0,2.0,5.0
0010001000110100,9.0,4.0,13.0
0010001000110101,9.0,4.0,13.0
0010001000110110,9.0,4.0,13.0
0010001000110111,6.0,3.0,9.0
0010001000111000,10.0,3.0,13.0
0010001000111001,12.0,5.0,17.0
0010001000111010,8.0,4.0,12.0
0010001000111011,7.0,3.0,10.0
0010001000111100,9.0,4.0,13.0
0010001000111101,10.0,4.0,14.0
0010001000111110,8.0,3.0,11.0
0010001000111111,6.0,3.0,9.0
0010001001000000,7.0,2.0,9.0
0010001001000001,11.0,5.0,16.0
0010001001000010,10.0,3.0,13.0
0010001001000011,9.0,4.0,13.0
0010001001000100,6.0,2.0,8.0
0010001001000101,9.0,4.0,13.0
0010001001000110,9.0,4.0,13.0
0010001001000111,7.0,3.0,10.0
0010001001001000,11.0,5.0,16.0
0010001001001001,15.0,4.0,19.0
0010001001001010,9.0,4.0,13.0
0010001001001011,13.0,5.0,18.0
0010001001001100,9.0,4.0,13.0
0010001001001101,12.0,4.0,16.0
0010001001001110,7.0,3.0,10.0
0010001001001111,8.0,3.0,11.0
0010001001010000,6.0,2.0,8.0
0010001001010001,8.0,4.0,12.0
0010001001010010,9.0,4.0,13.0
0010001001010011,9.0,4.0,13.0
0010001001010100,9.0,4.0,13.0
0010001001010101,5.0,2.0,7.0
0010001001010110,10.0,4.0,14.0
0010001001010111,7.0,3.0,10.0
0010001001011000,10.0,3.0,13.0
0010001001011001,13.0,5.0,18.0
0010001001011010,9.0,4.0,13.0
0010001001011011,10.0,4.0,14.0
0010001001011100,9.0,3.0,12.0
0010001001011101,8.0,3.0,11.0
0010001001011110,10.0,4.0,14.0
0010001001011111,7.0,3.0,10.0
0010001001100000,8.0,4.0,12.0
0010001001100001,12.0,5.0,17.0
0010001001100010,6.0,2.0,8.0
0010001001100011,9.0,4.0,13.0
0010001001100100,9.0,4.0,13.0
0010001001100101,10.0,4.0,14.0
0010001001100110,5.0,2.0,7.0
0010001001100111,7.0,3.0,10.0
0010001001101000,12.0,5.0,17.0
0010001001101001,17.0,6.0,23.0
0010001001101010,9.0,4.0,13.0
0010001001101011,12.0,4.0,16.0
0010001001101100,10.0,4.0,14.0
0010001001101101,14.0,5.0,19.0
0010001001101110,7.0,3.0,10.0
0010001001101111,7.0,3.0,10.0
0010001001110000,6.0,3.0,9.0
0010001001110001,9.0,4.0,13.0
0010001001110010,5.0,2.0,7.0
0010001001110011,6.0,3.0,9.0
0010001001110100,7.0,3.0,10.0
0010001001110101,7.0,3.0,10.0
0010001001110110,7.0,3.0,10.0
0010001001110111,4.0,2.0,6.0
0010001001111000,12.0,5.0,17.0
0010001001111001,14.0,5.0,19.0
0010001001111010,8.0,3.0,11.0
0010001001111011,10.0,4.0,14.0
0010001001111100,10.0,4.0,14.0
0010001001111101,11.0,4.0,15.0
0010001001111110,8.0,3.0,11.0
0010001001111111,6.0,3.0,9.0
0010001010000000,7.0,4.0,11.0
0010001010000001,11.0,3.0,14.0
0010001010000010,8.0,4.0,12.0
0010001010000011,10.0,3.0,13.0
0010001010000100,11.0,5.0,16.0
0010001010000101,10.0,3.0,13.0
0010001010000110,12.0,5.0,17.0
0010001010000111,12.0,5.0,17.0
0010001010001000,5.0,3.0,8.0
0010001010001001,10.0,3.0,13.0
0010001010001010,6.0,3.0,9.0
0010001010001011,9.0,4.0,13.0
0010001010001100,8.0,4.0,12.0
0010001010001101,9.0,4.0,13.0
0010001010001110,9.0,4.0,13.0
0010001010001111,8.0,3.0,11.0
0010001010010000,11.0,5.0,16.0
