,Literals Count,Clauses Count,Dimension
1111001000000000,5.0,3.0,8.0
1111001000000001,9.0,4.0,13.0
1111001000000010,5.0,2.0,7.0
1111001000000011,7.0,3.0,10.0
1111001000000100,9.0,3.0,12.0
1111001000000101,8.0,3.0,11.0
1111001000000110,9.0,3.0,12.0
1111001000000111,8.0,3.0,11.0
1111001000001000,9.0,4.0,13.0
1111001000001001,13.0,4.0,17.0
1111001000001010,7.0,3.0,10.0
1111001000001011,11.0,4.0,15.0
1111001000001100,8.0,3.0,11.0
1111001000001101,11.0,4.0,15.0
1111001000001110,8.0,3.0,11.0
1111001000001111,7.0,3.0,10.0
1111001000010000,8.0,4.0,12.0
1111001000010001,8.0,3.0,11.0
1111001000010010,8.0,3.0,11.0
1111001000010011,8.0,3.0,11.0
1111001000010100,11.0,4.0,15.0
1111001000010101,11.0,4.0,15.0
1111001000010110,12.0,4.0,16.0
1111001000010111,11.0,4.0,15.0
1111001000011000,11.0,4.0,15.0
1111001000011001,12.0,4.0,16.0
1111001000011010,11.0,4.0,15.0
1111001000011011,11.0,4.0,15.0
1111001000011100,11.0,4.0,15.0
1111001000011101,11.0,4.0,15.0
1111001000011110,11.0,4.0,15.0
1111001000011111,10.0,4.0,14.0
1111001000100000,8.0,3.0,11.0
1111001000100001,12.0,4.0,16.0
1111001000100010,4.0,2.0,6.0
1111001000100011,7.0,3.0,10.0
1111001000100100,12.0,4.0,16.0
1111001000100101,11.0,4.0,15.0
1111001000100110,8.0,3.0,11.0
1111001000100111,7.0,3.0,10.0
1111001000101000,12.0,4.0,16.0
1111001000101001,16.0,5.0,21.0
1111001000101010,7.0,3.0,10.0
1111001000101011,10.0,4.0,14.0
1111001000101100,11.0,4.0,15.0
1111001000101101,14.0,5.0,19.0
1111001000101110,7.0,3.0,10.0
1111001000101111,6.0,3.0,9.0
1111001000110000,7.0,3.0,10.0
1111001000110001,10.0,4.0,14.0
1111001000110010,6.0,3.0,9.0
1111001000110011,6.0,3.0,9.0
1111001000110100,11.0,4.0,15.0
1111001000110101,10.0,4.0,14.0
1111001000110110,10.0,4.0,14.0
1111001000110111,9.0,3.0,12.0
