,Literals Count,Clauses Count,Dimension
0100111000000000,5.0,3.0,8.0
0100111000000001,10.0,3.0,13.0
0100111000000010,6.0,3.0,9.0
0100111000000011,9.0,4.0,13.0
0100111000000100,8.0,4.0,12.0
0100111000000101,9.0,4.0,13.0
0100111000000110,9.0,4.0,13.0
0100111000000111,10.0,4.0,14.0
0100111000001000,8.0,4.0,12.0
0100111000001001,13.0,5.0,18.0
0100111000001010,5.0,2.0,7.0
0100111000001011,8.0,3.0,11.0
0100111000001100,8.0,4.0,12.0
0100111000001101,10.0,4.0,14.0
0100111000001110,6.0,3.0,9.0
0100111000001111,7.0,3.0,10.0
0100111000010000,9.0,4.0,13.0
0100111000010001,9.0,4.0,13.0
0100111000010010,10.0,4.0,14.0
0100111000010011,7.0,3.0,10.0
0100111000010100,13.0,5.0,18.0
0100111000010101,10.0,4.0,14.0
0100111000010110,14.0,5.0,19.0
0100111000010111,11.0,4.0,15.0
0100111000011000,11.0,4.0,15.0
0100111000011001,11.0,4.0,15.0
0100111000011010,9.0,3.0,12.0
0100111000011011,8.0,3.0,11.0
0100111000011100,11.0,4.0,15.0
0100111000011101,11.0,4.0,15.0
0100111000011110,11.0,4.0,15.0
0100111000011111,8.0,3.0,11.0
0100111000100000,9.0,4.0,13.0
0100111000100001,14.0,5.0,19.0
0100111000100010,7.0,3.0,10.0
0100111000100011,11.0,4.0,15.0
0100111000100100,11.0,4.0,15.0
0100111000100101,13.0,4.0,17.0
0100111000100110,11.0,4.0,15.0
0100111000100111,12.0,4.0,16.0
0100111000101000,13.0,5.0,18.0
0100111000101001,17.0,5.0,22.0
0100111000101010,8.0,3.0,11.0
0100111000101011,11.0,4.0,15.0
0100111000101100,11.0,4.0,15.0
0100111000101101,15.0,5.0,20.0
0100111000101110,8.0,3.0,11.0
0100111000101111,10.0,4.0,14.0
0100111000110000,9.0,3.0,12.0
0100111000110001,11.0,4.0,15.0
0100111000110010,11.0,4.0,15.0
0100111000110011,8.0,3.0,11.0
0100111000110100,12.0,4.0,16.0
0100111000110101,12.0,4.0,16.0
0100111000110110,15.0,5.0,20.0
0100111000110111,11.0,4.0,15.0
0100111000111000,12.0,4.0,16.0
0100111000111001,15.0,5.0,20.0
0100111000111010,8.0,3.0,11.0
0100111000111011,7.0,3.0,10.0
0100111000111100,11.0,4.0,15.0
0100111000111101,13.0,4.0,17.0
0100111000111110,10.0,4.0,14.0
0100111000111111,9.0,3.0,12.0
0100111001000000,6.0,3.0,9.0
0100111001000001,12.0,5.0,17.0
0100111001000010,7.0,3.0,10.0
0100111001000011,10.0,4.0,14.0
0100111001000100,5.0,2.0,7.0
0100111001000101,8.0,3.0,11.0
0100111001000110,7.0,3.0,10.0
0100111001000111,8.0,3.0,11.0
0100111001001000,9.0,4.0,13.0
0100111001001001,14.0,5.0,19.0
0100111001001010,7.0,3.0,10.0
0100111001001011,11.0,4.0,15.0
0100111001001100,6.0,3.0,9.0
0100111001001101,10.0,4.0,14.0
0100111001001110,4.0,2.0,6.0
0100111001001111,6.0,3.0,9.0
0100111001010000,7.0,3.0,10.0
0100111001010001,10.0,4.0,14.0
0100111001010010,11.0,4.0,15.0
0100111001010011,8.0,3.0,11.0
0100111001010100,8.0,3.0,11.0
0100111001010101,7.0,3.0,10.0
0100111001010110,11.0,4.0,15.0
0100111001010111,8.0,3.0,11.0
0100111001011000,11.0,4.0,15.0
0100111001011001,12.0,4.0,16.0
0100111001011010,8.0,3.0,11.0
0100111001011011,9.0,3.0,12.0
0100111001011100,8.0,3.0,11.0
0100111001011101,8.0,3.0,11.0
0100111001011110,7.0,3.0,10.0
0100111001011111,5.0,2.0,7.0
0100111001100000,10.0,4.0,14.0
0100111001100001,17.0,5.0,22.0
0100111001100010,11.0,4.0,15.0
0100111001100011,15.0,5.0,20.0
0100111001100100,9.0,3.0,12.0
0100111001100101,12.0,4.0,16.0
0100111001100110,8.0,3.0,11.0
0100111001100111,11.0,4.0,15.0
0100111001101000,14.0,5.0,19.0
0100111001101001,20.0,6.0,26.0
0100111001101010,11.0,4.0,15.0
0100111001101011,14.0,5.0,19.0
0100111001101100,11.0,4.0,15.0
0100111001101101,14.0,5.0,19.0
0100111001101110,7.0,3.0,10.0
0100111001101111,9.0,4.0,13.0
0100111001110000,11.0,4.0,15.0
0100111001110001,15.0,5.0,20.0
0100111001110010,24.0,8.0,32.0
0100111001110011,11.0,4.0,15.0
0100111001110100,8.0,3.0,11.0
0100111001110101,10.0,4.0,14.0
0100111001110110,11.0,4.0,15.0
0100111001110111,7.0,3.0,10.0
0100111001111000,15.0,5.0,20.0
0100111001111001,17.0,5.0,22.0
0100111001111010,11.0,4.0,15.0
0100111001111011,10.0,4.0,14.0
0100111001111100,10.0,4.0,14.0
0100111001111101,12.0,5.0,17.0
0100111001111110,7.0,3.0,10.0
0100111001111111,6.0,3.0,9.0
0100111010000000,10.0,3.0,13.0
0100111010000001,14.0,4.0,18.0
0100111010000010,12.0,5.0,17.0
0100111010000011,13.0,4.0,17.0
0100111010000100,13.0,5.0,18.0
0100111010000101,13.0,4.0,17.0
0100111010000110,14.0,5.0,19.0
0100111010000111,15.0,5.0,20.0
0100111010001000,9.0,4.0,13.0
0100111010001001,13.0,4.0,17.0
0100111010001010,8.0,3.0,11.0
0100111010001011,11.0,4.0,15.0
0100111010001100,10.0,4.0,14.0
0100111010001101,12.0,4.0,16.0
0100111010001110,10.0,4.0,14.0
0100111010001111,10.0,4.0,14.0
0100111010010000,14.0,5.0,19.0
0100111010010001,13.0,4.0,17.0
0100111010010010,17.0,5.0,22.0
0100111010010011,15.0,5.0,20.0
0100111010010100,17.0,5.0,22.0
0100111010010101,16.0,5.0,21.0
0100111010010110,20.0,6.0,26.0
0100111010010111,17.0,5.0,22.0
0100111010011000,13.0,4.0,17.0
0100111010011001,12.0,4.0,16.0
0100111010011010,12.0,4.0,16.0
0100111010011011,11.0,4.0,15.0
0100111010011100,15.0,5.0,20.0
0100111010011101,13.0,4.0,17.0
0100111010011110,14.0,5.0,19.0
0100111010011111,13.0,4.0,17.0
0100111010100000,9.0,4.0,13.0
0100111010100001,13.0,4.0,17.0
0100111010100010,10.0,4.0,14.0
0100111010100011,12.0,4.0,16.0
0100111010100100,11.0,4.0,15.0
0100111010100101,12.0,4.0,16.0
0100111010100110,12.0,4.0,16.0
0100111010100111,13.0,4.0,17.0
0100111010101000,10.0,4.0,14.0
0100111010101001,16.0,5.0,21.0
0100111010101010,7.0,3.0,10.0
0100111010101011,10.0,4.0,14.0
0100111010101100,11.0,4.0,15.0
0100111010101101,13.0,4.0,17.0
0100111010101110,8.0,3.0,11.0
0100111010101111,9.0,3.0,12.0
0100111010110000,11.0,4.0,15.0
0100111010110001,12.0,4.0,16.0
0100111010110010,15.0,5.0,20.0
0100111010110011,11.0,4.0,15.0
0100111010110100,15.0,5.0,20.0
0100111010110101,13.0,4.0,17.0
0100111010110110,17.0,5.0,22.0
0100111010110111,14.0,4.0,18.0
0100111010111000,12.0,4.0,16.0
0100111010111001,13.0,4.0,17.0
0100111010111010,10.0,4.0,14.0
0100111010111011,9.0,3.0,12.0
0100111010111100,13.0,4.0,17.0
0100111010111101,14.0,4.0,18.0
0100111010111110,12.0,5.0,17.0
0100111010111111,10.0,3.0,13.0
0100111011000000,9.0,4.0,13.0
0100111011000001,13.0,4.0,17.0
0100111011000010,10.0,4.0,14.0
0100111011000011,11.0,4.0,15.0
