,Literals Count,Clauses Count,Dimension
1011010000000000,8.0,4.0,12.0
1011010000000001,12.0,5.0,17.0
1011010000000010,14.0,4.0,18.0
1011010000000011,13.0,5.0,18.0
1011010000000100,9.0,4.0,13.0
1011010000000101,10.0,4.0,14.0
1011010000000110,13.0,4.0,17.0
1011010000000111,11.0,4.0,15.0
1011010000001000,12.0,5.0,17.0
1011010000001001,17.0,6.0,23.0
1011010000001010,13.0,5.0,18.0
1011010000001011,14.0,5.0,19.0
1011010000001100,10.0,4.0,14.0
1011010000001101,14.0,5.0,19.0
1011010000001110,11.0,4.0,15.0
1011010000001111,11.0,4.0,15.0
1011010000010000,10.0,3.0,13.0
1011010000010001,12.0,5.0,17.0
1011010000010010,14.0,4.0,18.0
1011010000010011,13.0,4.0,17.0
1011010000010100,9.0,4.0,13.0
1011010000010101,10.0,4.0,14.0
1011010000010110,13.0,4.0,17.0
1011010000010111,12.0,4.0,16.0
1011010000011000,14.0,5.0,19.0
1011010000011001,17.0,5.0,22.0
1011010000011010,13.0,4.0,17.0
1011010000011011,15.0,5.0,20.0
1011010000011100,11.0,4.0,15.0
1011010000011101,15.0,5.0,20.0
1011010000011110,12.0,4.0,16.0
1011010000011111,11.0,4.0,15.0
1011010000100000,11.0,5.0,16.0
1011010000100001,13.0,5.0,18.0
1011010000100010,13.0,5.0,18.0
1011010000100011,14.0,5.0,19.0
1011010000100100,12.0,4.0,16.0
1011010000100101,14.0,5.0,19.0
1011010000100110,12.0,4.0,16.0
1011010000100111,15.0,5.0,20.0
1011010000101000,13.0,5.0,18.0
1011010000101001,21.0,7.0,28.0
1011010000101010,14.0,5.0,19.0
1011010000101011,18.0,6.0,24.0
1011010000101100,14.0,5.0,19.0
1011010000101101,18.0,6.0,24.0
1011010000101110,15.0,5.0,20.0
1011010000101111,14.0,5.0,19.0
1011010000110000,9.0,4.0,13.0
1011010000110001,10.0,4.0,14.0
1011010000110010,11.0,4.0,15.0
1011010000110011,11.0,4.0,15.0
1011010000110100,8.0,3.0,11.0
1011010000110101,11.0,4.0,15.0
1011010000110110,11.0,4.0,15.0
1011010000110111,10.0,4.0,14.0
1011010000111000,13.0,4.0,17.0
1011010000111001,16.0,5.0,21.0
1011010000111010,12.0,4.0,16.0
1011010000111011,14.0,5.0,19.0
1011010000111100,11.0,4.0,15.0
1011010000111101,14.0,5.0,19.0
1011010000111110,11.0,4.0,15.0
1011010000111111,10.0,4.0,14.0
1011010001000000,14.0,6.0,20.0
1011010001000001,17.0,6.0,23.0
1011010001000010,18.0,5.0,23.0
1011010001000011,17.0,5.0,22.0
1011010001000100,12.0,5.0,17.0
1011010001000101,14.0,5.0,19.0
1011010001000110,16.0,5.0,21.0
1011010001000111,15.0,5.0,20.0
1011010001001000,17.0,6.0,23.0
1011010001001001,22.0,6.0,28.0
1011010001001010,17.0,5.0,22.0
1011010001001011,20.0,6.0,26.0
1011010001001100,14.0,5.0,19.0
1011010001001101,18.0,6.0,24.0
1011010001001110,15.0,5.0,20.0
1011010001001111,14.0,5.0,19.0
1011010001010000,12.0,5.0,17.0
1011010001010001,14.0,5.0,19.0
