,Literals Count,Clauses Count,Dimension
1101110000000000,5.0,3.0,8.0
1101110000000001,9.0,4.0,13.0
1101110000000010,9.0,3.0,12.0
1101110000000011,8.0,3.0,11.0
1101110000000100,8.0,4.0,12.0
1101110000000101,8.0,3.0,11.0
1101110000000110,11.0,4.0,15.0
1101110000000111,11.0,4.0,15.0
1101110000001000,8.0,4.0,12.0
1101110000001001,10.0,4.0,14.0
1101110000001010,8.0,3.0,11.0
1101110000001011,11.0,4.0,15.0
1101110000001100,6.0,3.0,9.0
1101110000001101,7.0,3.0,10.0
1101110000001110,8.0,3.0,11.0
1101110000001111,7.0,3.0,10.0
1101110000010000,5.0,2.0,7.0
1101110000010001,7.0,3.0,10.0
1101110000010010,9.0,3.0,12.0
1101110000010011,8.0,3.0,11.0
1101110000010100,8.0,3.0,11.0
1101110000010101,8.0,3.0,11.0
1101110000010110,12.0,4.0,16.0
1101110000010111,11.0,4.0,15.0
1101110000011000,8.0,3.0,11.0
1101110000011001,11.0,4.0,15.0
1101110000011010,8.0,3.0,11.0
1101110000011011,11.0,4.0,15.0
1101110000011100,7.0,3.0,10.0
1101110000011101,8.0,3.0,11.0
1101110000011110,10.0,4.0,14.0
1101110000011111,7.0,3.0,10.0
1101110000100000,9.0,4.0,13.0
1101110000100001,13.0,4.0,17.0
1101110000100010,8.0,3.0,11.0
1101110000100011,11.0,4.0,15.0
1101110000100100,11.0,4.0,15.0
1101110000100101,12.0,4.0,16.0
1101110000100110,11.0,4.0,15.0
1101110000100111,11.0,4.0,15.0
1101110000101000,10.0,4.0,14.0
1101110000101001,16.0,5.0,21.0
1101110000101010,11.0,4.0,15.0
1101110000101011,14.0,5.0,19.0
1101110000101100,11.0,4.0,15.0
1101110000101101,14.0,5.0,19.0
1101110000101110,10.0,4.0,14.0
1101110000101111,10.0,4.0,14.0
1101110000110000,7.0,3.0,10.0
1101110000110001,11.0,4.0,15.0
1101110000110010,8.0,3.0,11.0
1101110000110011,7.0,3.0,10.0
1101110000110100,11.0,4.0,15.0
1101110000110101,11.0,4.0,15.0
1101110000110110,11.0,4.0,15.0
1101110000110111,10.0,4.0,14.0
1101110000111000,11.0,4.0,15.0
1101110000111001,14.0,5.0,19.0
1101110000111010,11.0,4.0,15.0
1101110000111011,10.0,4.0,14.0
1101110000111100,8.0,3.0,11.0
1101110000111101,12.0,4.0,16.0
1101110000111110,9.0,3.0,12.0
1101110000111111,9.0,3.0,12.0
1101110001000000,8.0,3.0,11.0
1101110001000001,12.0,4.0,16.0
1101110001000010,12.0,4.0,16.0
1101110001000011,11.0,4.0,15.0
1101110001000100,7.0,3.0,10.0
1101110001000101,10.0,4.0,14.0
1101110001000110,11.0,4.0,15.0
1101110001000111,10.0,4.0,14.0
1101110001001000,11.0,4.0,15.0
1101110001001001,15.0,5.0,20.0
1101110001001010,11.0,4.0,15.0
1101110001001011,14.0,5.0,19.0
1101110001001100,9.0,4.0,13.0
1101110001001101,11.0,4.0,15.0
1101110001001110,10.0,4.0,14.0
1101110001001111,9.0,4.0,13.0
1101110001010000,4.0,2.0,6.0
1101110001010001,7.0,3.0,10.0
1101110001010010,8.0,3.0,11.0
1101110001010011,7.0,3.0,10.0
1101110001010100,6.0,3.0,9.0
1101110001010101,6.0,3.0,9.0
1101110001010110,10.0,4.0,14.0
1101110001010111,9.0,3.0,12.0
1101110001011000,7.0,3.0,10.0
1101110001011001,10.0,4.0,14.0
1101110001011010,7.0,3.0,10.0
1101110001011011,10.0,4.0,14.0
1101110001011100,6.0,3.0,9.0
1101110001011101,8.0,3.0,11.0
1101110001011110,9.0,3.0,12.0
1101110001011111,6.0,3.0,9.0
1101110001100000,12.0,4.0,16.0
1101110001100001,16.0,5.0,21.0
1101110001100010,11.0,4.0,15.0
1101110001100011,14.0,5.0,19.0
1101110001100100,11.0,4.0,15.0
1101110001100101,14.0,5.0,19.0
1101110001100110,10.0,4.0,14.0
1101110001100111,13.0,4.0,17.0
1101110001101000,15.0,5.0,20.0
1101110001101001,19.0,6.0,25.0
1101110001101010,14.0,5.0,19.0
1101110001101011,17.0,6.0,23.0
1101110001101100,12.0,4.0,16.0
1101110001101101,16.0,6.0,22.0
1101110001101110,12.0,5.0,17.0
1101110001101111,12.0,5.0,17.0
1101110001110000,7.0,3.0,10.0
1101110001110001,10.0,4.0,14.0
1101110001110010,7.0,3.0,10.0
1101110001110011,6.0,3.0,9.0
1101110001110100,8.0,3.0,11.0
1101110001110101,9.0,4.0,13.0
