,Literals Count,Clauses Count,Dimension
0010100000000000,6.0,4.0,10.0
0010100000000001,12.0,3.0,15.0
0010100000000010,10.0,5.0,15.0
0010100000000011,11.0,5.0,16.0
0010100000000100,10.0,5.0,15.0
0010100000000101,11.0,5.0,16.0
0010100000000110,14.0,6.0,20.0
0010100000000111,12.0,5.0,17.0
0010100000001000,7.0,4.0,11.0
0010100000001001,11.0,3.0,14.0
0010100000001010,8.0,4.0,12.0
0010100000001011,10.0,3.0,13.0
0010100000001100,8.0,4.0,12.0
0010100000001101,9.0,4.0,13.0
0010100000001110,11.0,5.0,16.0
0010100000001111,9.0,4.0,13.0
0010100000010000,10.0,5.0,15.0
0010100000010001,11.0,5.0,16.0
0010100000010010,14.0,6.0,20.0
0010100000010011,12.0,5.0,17.0
0010100000010100,8.0,4.0,12.0
0010100000010101,9.0,4.0,13.0
0010100000010110,16.0,6.0,22.0
0010100000010111,13.0,5.0,18.0
0010100000011000,11.0,5.0,16.0
0010100000011001,10.0,3.0,13.0
0010100000011010,12.0,5.0,17.0
0010100000011011,12.0,5.0,17.0
0010100000011100,9.0,4.0,13.0
0010100000011101,10.0,4.0,14.0
0010100000011110,13.0,5.0,18.0
0010100000011111,10.0,4.0,14.0
0010100000100000,7.0,4.0,11.0
0010100000100001,11.0,3.0,14.0
0010100000100010,8.0,4.0,12.0
0010100000100011,10.0,3.0,13.0
0010100000100100,11.0,5.0,16.0
0010100000100101,10.0,3.0,13.0
0010100000100110,12.0,5.0,17.0
0010100000100111,12.0,5.0,17.0
0010100000101000,5.0,3.0,8.0
0010100000101001,10.0,3.0,13.0
0010100000101010,6.0,3.0,9.0
0010100000101011,9.0,4.0,13.0
0010100000101100,8.0,4.0,12.0
0010100000101101,9.0,4.0,13.0
0010100000101110,9.0,4.0,13.0
0010100000101111,8.0,3.0,11.0
0010100000110000,8.0,4.0,12.0
0010100000110001,9.0,4.0,13.0
0010100000110010,11.0,5.0,16.0
0010100000110011,9.0,4.0,13.0
0010100000110100,9.0,4.0,13.0
0010100000110101,10.0,4.0,14.0
0010100000110110,13.0,5.0,18.0
0010100000110111,10.0,4.0,14.0
0010100000111000,8.0,4.0,12.0
0010100000111001,9.0,4.0,13.0
0010100000111010,9.0,4.0,13.0
0010100000111011,8.0,3.0,11.0
0010100000111100,6.0,3.0,9.0
0010100000111101,7.0,3.0,10.0
0010100000111110,10.0,4.0,14.0
0010100000111111,7.0,3.0,10.0
0010100001000000,12.0,3.0,15.0
0010100001000001,16.0,4.0,20.0
0010100001000010,16.0,4.0,20.0
0010100001000011,15.0,4.0,19.0
0010100001000100,11.0,5.0,16.0
0010100001000101,13.0,5.0,18.0
0010100001000110,15.0,4.0,19.0
0010100001000111,14.0,5.0,19.0
0010100001001000,11.0,3.0,14.0
0010100001001001,15.0,4.0,19.0
0010100001001010,14.0,4.0,18.0
0010100001001011,14.0,4.0,18.0
0010100001001100,9.0,4.0,13.0
0010100001001101,11.0,4.0,15.0
0010100001001110,13.0,5.0,18.0
0010100001001111,11.0,4.0,15.0
0010100001010000,11.0,5.0,16.0
0010100001010001,13.0,5.0,18.0
0010100001010010,15.0,4.0,19.0
0010100001010011,14.0,5.0,19.0
0010100001010100,9.0,4.0,13.0
0010100001010101,10.0,4.0,14.0
0010100001010110,17.0,6.0,23.0
0010100001010111,13.0,4.0,17.0
0010100001011000,10.0,3.0,13.0
0010100001011001,13.0,4.0,17.0
0010100001011010,13.0,5.0,18.0
0010100001011011,13.0,4.0,17.0
0010100001011100,10.0,4.0,14.0
0010100001011101,9.0,3.0,12.0
0010100001011110,14.0,5.0,19.0
0010100001011111,11.0,4.0,15.0
0010100001100000,11.0,3.0,14.0
0010100001100001,15.0,4.0,19.0
0010100001100010,14.0,4.0,18.0
0010100001100011,14.0,4.0,18.0
0010100001100100,10.0,3.0,13.0
0010100001100101,13.0,4.0,17.0
0010100001100110,13.0,5.0,18.0
0010100001100111,13.0,4.0,17.0
0010100001101000,10.0,3.0,13.0
0010100001101001,14.0,5.0,19.0
0010100001101010,12.0,5.0,17.0
0010100001101011,13.0,4.0,17.0
0010100001101100,9.0,4.0,13.0
0010100001101101,11.0,4.0,15.0
0010100001101110,10.0,4.0,14.0
0010100001101111,11.0,4.0,15.0
0010100001110000,9.0,4.0,13.0
0010100001110001,11.0,4.0,15.0
0010100001110010,13.0,5.0,18.0
0010100001110011,11.0,4.0,15.0
0010100001110100,10.0,4.0,14.0
0010100001110101,9.0,3.0,12.0
0010100001110110,14.0,5.0,19.0
0010100001110111,11.0,4.0,15.0
0010100001111000,9.0,4.0,13.0
0010100001111001,11.0,4.0,15.0
0010100001111010,10.0,4.0,14.0
0010100001111011,11.0,4.0,15.0
0010100001111100,7.0,3.0,10.0
0010100001111101,8.0,3.0,11.0
0010100001111110,11.0,4.0,15.0
0010100001111111,8.0,3.0,11.0
0010100010000000,10.0,5.0,15.0
0010100010000001,16.0,4.0,20.0
0010100010000010,13.0,5.0,18.0
0010100010000011,15.0,4.0,19.0
0010100010000100,14.0,6.0,20.0
0010100010000101,15.0,4.0,19.0
0010100010000110,19.0,7.0,26.0
0010100010000111,17.0,6.0,23.0
0010100010001000,8.0,4.0,12.0
0010100010001001,14.0,4.0,18.0
0010100010001010,10.0,4.0,14.0
0010100010001011,13.0,5.0,18.0
0010100010001100,11.0,5.0,16.0
0010100010001101,13.0,5.0,18.0
0010100010001110,15.0,6.0,21.0
0010100010001111,12.0,4.0,16.0
0010100010010000,14.0,6.0,20.0
0010100010010001,15.0,4.0,19.0
0010100010010010,19.0,7.0,26.0
0010100010010011,17.0,6.0,23.0
0010100010010100,16.0,6.0,22.0
0010100010010101,17.0,6.0,23.0
0010100010010110,22.0,7.0,29.0
0010100010010111,19.0,6.0,25.0
0010100010011000,12.0,5.0,17.0
0010100010011001,13.0,5.0,18.0
0010100010011010,16.0,6.0,22.0
0010100010011011,14.0,5.0,19.0
0010100010011100,13.0,5.0,18.0
0010100010011101,14.0,5.0,19.0
0010100010011110,18.0,6.0,24.0
0010100010011111,15.0,5.0,20.0
0010100010100000,8.0,4.0,12.0
0010100010100001,14.0,4.0,18.0
0010100010100010,10.0,4.0,14.0
0010100010100011,13.0,5.0,18.0
0010100010100100,12.0,5.0,17.0
0010100010100101,13.0,5.0,18.0
0010100010100110,16.0,6.0,22.0
0010100010100111,14.0,5.0,19.0
0010100010101000,6.0,3.0,9.0
0010100010101001,12.0,5.0,17.0
0010100010101010,7.0,3.0,10.0
0010100010101011,10.0,4.0,14.0
0010100010101100,9.0,4.0,13.0
0010100010101101,10.0,4.0,14.0
0010100010101110,11.0,4.0,15.0
0010100010101111,10.0,4.0,14.0
0010100010110000,11.0,5.0,16.0
0010100010110001,13.0,5.0,18.0
0010100010110010,15.0,6.0,21.0
0010100010110011,12.0,4.0,16.0
0010100010110100,13.0,5.0,18.0
0010100010110101,14.0,5.0,19.0
0010100010110110,18.0,6.0,24.0
0010100010110111,15.0,5.0,20.0
0010100010111000,9.0,4.0,13.0
0010100010111001,10.0,4.0,14.0
0010100010111010,11.0,4.0,15.0
0010100010111011,10.0,4.0,14.0
0010100010111100,10.0,4.0,14.0
0010100010111101,11.0,4.0,15.0
0010100010111110,14.0,5.0,19.0
0010100010111111,11.0,4.0,15.0
0010100011000000,11.0,5.0,16.0
0010100011000001,15.0,4.0,19.0
0010100011000010,15.0,4.0,19.0
0010100011000011,14.0,5.0,19.0
0010100011000100,12.0,5.0,17.0
0010100011000101,14.0,5.0,19.0
0010100011000110,17.0,6.0,23.0
0010100011000111,15.0,5.0,20.0
0010100011001000,10.0,3.0,13.0
0010100011001001,14.0,4.0,18.0
0010100011001010,13.0,5.0,18.0
0010100011001011,13.0,4.0,17.0
0010100011001100,9.0,4.0,13.0
0010100011001101,11.0,4.0,15.0
0010100011001110,12.0,4.0,16.0
0010100011001111,11.0,4.0,15.0
0010100011010000,12.0,5.0,17.0
0010100011010001,14.0,5.0,19.0
0010100011010010,17.0,6.0,23.0
0010100011010011,15.0,5.0,20.0
0010100011010100,13.0,5.0,18.0
0010100011010101,13.0,4.0,17.0
0010100011010110,19.0,6.0,25.0
0010100011010111,16.0,5.0,21.0
0010100011011000,12.0,5.0,17.0
0010100011011001,13.0,4.0,17.0
0010100011011010,14.0,5.0,19.0
0010100011011011,15.0,5.0,20.0
0010100011011100,10.0,4.0,14.0
0010100011011101,11.0,4.0,15.0
0010100011011110,15.0,5.0,20.0
0010100011011111,12.0,4.0,16.0
0010100011100000,10.0,3.0,13.0
0010100011100001,14.0,4.0,18.0
0010100011100010,13.0,5.0,18.0
0010100011100011,13.0,4.0,17.0
0010100011100100,12.0,5.0,17.0
0010100011100101,13.0,4.0,17.0
0010100011100110,14.0,5.0,19.0
0010100011100111,15.0,5.0,20.0
0010100011101000,9.0,4.0,13.0
0010100011101001,13.0,4.0,17.0
0010100011101010,10.0,4.0,14.0
0010100011101011,12.0,4.0,16.0
0010100011101100,8.0,3.0,11.0
0010100011101101,11.0,4.0,15.0
0010100011101110,10.0,4.0,14.0
0010100011101111,10.0,4.0,14.0
0010100011110000,9.0,4.0,13.0
0010100011110001,11.0,4.0,15.0
0010100011110010,12.0,4.0,16.0
0010100011110011,11.0,4.0,15.0
0010100011110100,10.0,4.0,14.0
0010100011110101,11.0,4.0,15.0
0010100011110110,15.0,5.0,20.0
0010100011110111,12.0,4.0,16.0
0010100011111000,8.0,3.0,11.0
0010100011111001,11.0,4.0,15.0
0010100011111010,10.0,4.0,14.0
0010100011111011,10.0,4.0,14.0
0010100011111100,7.0,3.0,10.0
0010100011111101,8.0,3.0,11.0
0010100011111110,11.0,4.0,15.0
0010100011111111,7.0,3.0,10.0
0010100100000000,10.0,5.0,15.0
0010100100000001,11.0,5.0,16.0
0010100100000010,16.0,7.0,23.0
0010100100000011,14.0,6.0,20.0
0010100100000100,14.0,6.0,20.0
0010100100000101,12.0,5.0,17.0
0010100100000110,19.0,7.0,26.0
0010100100000111,16.0,6.0,22.0
0010100100001000,11.0,5.0,16.0
0010100100001001,10.0,3.0,13.0
0010100100001010,14.0,6.0,20.0
0010100100001011,12.0,5.0,17.0
0010100100001100,12.0,5.0,17.0
0010100100001101,12.0,5.0,17.0
0010100100001110,16.0,6.0,22.0
0010100100001111,12.0,4.0,16.0
0010100100010000,14.0,6.0,20.0
0010100100010001,12.0,5.0,17.0
0010100100010010,19.0,7.0,26.0
0010100100010011,16.0,6.0,22.0
0010100100010100,16.0,6.0,22.0
0010100100010101,13.0,5.0,18.0
0010100100010110,22.0,7.0,29.0
0010100100010111,18.0,6.0,24.0
0010100100011000,15.0,4.0,19.0
0010100100011001,13.0,5.0,18.0
0010100100011010,17.0,6.0,23.0
0010100100011011,14.0,5.0,19.0
0010100100011100,17.0,6.0,23.0
0010100100011101,14.0,5.0,19.0
0010100100011110,19.0,6.0,25.0
0010100100011111,15.0,5.0,20.0
0010100100100000,11.0,5.0,16.0
0010100100100001,10.0,3.0,13.0
0010100100100010,14.0,6.0,20.0
0010100100100011,12.0,5.0,17.0
0010100100100100,15.0,4.0,19.0
0010100100100101,13.0,5.0,18.0
0010100100100110,17.0,6.0,23.0
0010100100100111,14.0,5.0,19.0
0010100100101000,10.0,3.0,13.0
0010100100101001,9.0,4.0,13.0
0010100100101010,12.0,5.0,17.0
0010100100101011,10.0,4.0,14.0
0010100100101100,13.0,5.0,18.0
0010100100101101,10.0,4.0,14.0
0010100100101110,14.0,5.0,19.0
0010100100101111,11.0,4.0,15.0
0010100100110000,12.0,5.0,17.0
0010100100110001,12.0,5.0,17.0
0010100100110010,16.0,6.0,22.0
0010100100110011,12.0,4.0,16.0
0010100100110100,17.0,6.0,23.0
0010100100110101,14.0,5.0,19.0
0010100100110110,19.0,6.0,25.0
0010100100110111,15.0,5.0,20.0
0010100100111000,13.0,5.0,18.0
0010100100111001,10.0,4.0,14.0
0010100100111010,14.0,5.0,19.0
0010100100111011,11.0,4.0,15.0
0010100100111100,14.0,5.0,19.0
0010100100111101,11.0,4.0,15.0
0010100100111110,16.0,5.0,21.0
0010100100111111,12.0,4.0,16.0
0010100101000000,16.0,4.0,20.0
0010100101000001,15.0,4.0,19.0
0010100101000010,20.0,5.0,25.0
0010100101000011,18.0,5.0,23.0
0010100101000100,15.0,4.0,19.0
0010100101000101,14.0,5.0,19.0
0010100101000110,19.0,5.0,24.0
0010100101000111,17.0,5.0,22.0
0010100101001000,15.0,4.0,19.0
0010100101001001,14.0,4.0,18.0
0010100101001010,18.0,5.0,23.0
0010100101001011,17.0,5.0,22.0
0010100101001100,14.0,5.0,19.0
0010100101001101,13.0,4.0,17.0
0010100101001110,17.0,5.0,22.0
0010100101001111,15.0,5.0,20.0
0010100101010000,15.0,4.0,19.0
0010100101010001,14.0,5.0,19.0
0010100101010010,19.0,5.0,24.0
0010100101010011,17.0,5.0,22.0
0010100101010100,17.0,6.0,23.0
0010100101010101,13.0,4.0,17.0
0010100101010110,22.0,6.0,28.0
0010100101010111,16.0,5.0,21.0
0010100101011000,14.0,4.0,18.0
0010100101011001,13.0,4.0,17.0
0010100101011010,17.0,5.0,22.0
0010100101011011,16.0,5.0,21.0
0010100101011100,17.0,5.0,22.0
0010100101011101,12.0,4.0,16.0
0010100101011110,20.0,6.0,26.0
0010100101011111,14.0,5.0,19.0
0010100101100000,15.0,4.0,19.0
0010100101100001,14.0,4.0,18.0
0010100101100010,18.0,5.0,23.0
0010100101100011,17.0,5.0,22.0
0010100101100100,14.0,4.0,18.0
0010100101100101,13.0,4.0,17.0
0010100101100110,17.0,5.0,22.0
0010100101100111,16.0,5.0,21.0
0010100101101000,14.0,4.0,18.0
0010100101101001,13.0,4.0,17.0
0010100101101010,17.0,5.0,22.0
0010100101101011,16.0,5.0,21.0
0010100101101100,13.0,4.0,17.0
0010100101101101,12.0,4.0,16.0
0010100101101110,16.0,5.0,21.0
0010100101101111,13.0,4.0,17.0
0010100101110000,14.0,5.0,19.0
0010100101110001,13.0,4.0,17.0
0010100101110010,17.0,5.0,22.0
0010100101110011,15.0,5.0,20.0
0010100101110100,17.0,5.0,22.0
0010100101110101,12.0,4.0,16.0
0010100101110110,20.0,6.0,26.0
0010100101110111,14.0,5.0,19.0
0010100101111000,13.0,4.0,17.0
0010100101111001,12.0,4.0,16.0
0010100101111010,16.0,5.0,21.0
0010100101111011,13.0,4.0,17.0
0010100101111100,15.0,5.0,20.0
0010100101111101,11.0,4.0,15.0
0010100101111110,17.0,5.0,22.0
0010100101111111,13.0,4.0,17.0
0010100110000000,14.0,6.0,20.0
0010100110000001,15.0,4.0,19.0
0010100110000010,19.0,7.0,26.0
0010100110000011,17.0,6.0,23.0
0010100110000100,16.0,6.0,22.0
0010100110000101,17.0,6.0,23.0
0010100110000110,22.0,7.0,29.0
0010100110000111,19.0,6.0,25.0
0010100110001000,12.0,5.0,17.0
0010100110001001,13.0,5.0,18.0
0010100110001010,16.0,6.0,22.0
0010100110001011,14.0,5.0,19.0
0010100110001100,13.0,5.0,18.0
0010100110001101,14.0,5.0,19.0
0010100110001110,18.0,6.0,24.0
0010100110001111,15.0,5.0,20.0
0010100110010000,16.0,6.0,22.0
0010100110010001,17.0,6.0,23.0
0010100110010010,22.0,7.0,29.0
0010100110010011,19.0,6.0,25.0
0010100110010100,24.0,8.0,32.0
0010100110010101,21.0,7.0,28.0
0010100110010110,28.0,8.0,36.0
0010100110010111,24.0,7.0,31.0
0010100110011000,17.0,6.0,23.0
0010100110011001,14.0,5.0,19.0
0010100110011010,19.0,6.0,25.0
0010100110011011,16.0,5.0,21.0
0010100110011100,21.0,7.0,28.0
0010100110011101,18.0,6.0,24.0
0010100110011110,24.0,7.0,31.0
0010100110011111,18.0,6.0,24.0
0010100110100000,12.0,5.0,17.0
0010100110100001,13.0,5.0,18.0
0010100110100010,16.0,6.0,22.0
0010100110100011,14.0,5.0,19.0
0010100110100100,17.0,6.0,23.0
0010100110100101,14.0,5.0,19.0
0010100110100110,19.0,6.0,25.0
0010100110100111,16.0,5.0,21.0
0010100110101000,12.0,5.0,17.0
0010100110101001,10.0,4.0,14.0
0010100110101010,12.0,4.0,16.0
0010100110101011,11.0,4.0,15.0
0010100110101100,14.0,5.0,19.0
0010100110101101,11.0,4.0,15.0
0010100110101110,15.0,5.0,20.0
0010100110101111,12.0,4.0,16.0
0010100110110000,13.0,5.0,18.0
0010100110110001,14.0,5.0,19.0
0010100110110010,18.0,6.0,24.0
0010100110110011,15.0,5.0,20.0
0010100110110100,21.0,7.0,28.0
0010100110110101,18.0,6.0,24.0
0010100110110110,24.0,7.0,31.0
0010100110110111,18.0,6.0,24.0
0010100110111000,14.0,5.0,19.0
0010100110111001,11.0,4.0,15.0
0010100110111010,15.0,5.0,20.0
0010100110111011,12.0,4.0,16.0
0010100110111100,18.0,6.0,24.0
0010100110111101,15.0,5.0,20.0
0010100110111110,18.0,6.0,24.0
0010100110111111,15.0,6.0,21.0
0010100111000000,15.0,4.0,19.0
0010100111000001,14.0,4.0,18.0
0010100111000010,19.0,5.0,24.0
0010100111000011,17.0,5.0,22.0
0010100111000100,17.0,6.0,23.0
0010100111000101,17.0,5.0,22.0
0010100111000110,22.0,6.0,28.0
0010100111000111,20.0,6.0,26.0
0010100111001000,14.0,5.0,19.0
0010100111001001,13.0,4.0,17.0
0010100111001010,17.0,5.0,22.0
0010100111001011,16.0,5.0,21.0
0010100111001100,13.0,4.0,17.0
0010100111001101,12.0,4.0,16.0
0010100111001110,16.0,5.0,21.0
0010100111001111,14.0,5.0,19.0
0010100111010000,17.0,6.0,23.0
0010100111010001,17.0,5.0,22.0
0010100111010010,22.0,6.0,28.0
0010100111010011,20.0,6.0,26.0
0010100111010100,21.0,7.0,28.0
0010100111010101,16.0,5.0,21.0
0010100111010110,25.0,7.0,32.0
0010100111010111,19.0,6.0,25.0
0010100111011000,17.0,5.0,22.0
0010100111011001,15.0,5.0,20.0
0010100111011010,20.0,6.0,26.0
0010100111011011,17.0,5.0,22.0
