,Literals Count,Clauses Count,Dimension
1110001000000000,5.0,3.0,8.0
1110001000000001,9.0,4.0,13.0
1110001000000010,6.0,3.0,9.0
1110001000000011,7.0,3.0,10.0
1110001000000100,9.0,4.0,13.0
1110001000000101,9.0,3.0,12.0
1110001000000110,10.0,4.0,14.0
1110001000000111,11.0,4.0,15.0
1110001000001000,10.0,3.0,13.0
1110001000001001,14.0,5.0,19.0
1110001000001010,9.0,4.0,13.0
1110001000001011,11.0,4.0,15.0
1110001000001100,9.0,4.0,13.0
1110001000001101,11.0,4.0,15.0
1110001000001110,7.0,3.0,10.0
1110001000001111,8.0,3.0,11.0
1110001000010000,10.0,3.0,13.0
1110001000010001,9.0,4.0,13.0
1110001000010010,12.0,5.0,17.0
1110001000010011,10.0,4.0,14.0
1110001000010100,14.0,5.0,19.0
1110001000010101,11.0,4.0,15.0
1110001000010110,17.0,5.0,22.0
1110001000010111,15.0,5.0,20.0
1110001000011000,14.0,4.0,18.0
1110001000011001,13.0,4.0,17.0
1110001000011010,13.0,4.0,17.0
1110001000011011,12.0,4.0,16.0
1110001000011100,13.0,4.0,17.0
1110001000011101,12.0,4.0,16.0
1110001000011110,15.0,5.0,20.0
1110001000011111,11.0,4.0,15.0
1110001000100000,8.0,4.0,12.0
1110001000100001,13.0,5.0,18.0
1110001000100010,5.0,2.0,7.0
1110001000100011,8.0,3.0,11.0
1110001000100100,11.0,4.0,15.0
1110001000100101,12.0,4.0,16.0
1110001000100110,9.0,3.0,12.0
1110001000100111,8.0,3.0,11.0
1110001000101000,13.0,5.0,18.0
1110001000101001,17.0,5.0,22.0
1110001000101010,8.0,3.0,11.0
1110001000101011,11.0,4.0,15.0
1110001000101100,11.0,4.0,15.0
1110001000101101,15.0,5.0,20.0
1110001000101110,8.0,3.0,11.0
1110001000101111,7.0,3.0,10.0
1110001000110000,9.0,4.0,13.0
1110001000110001,10.0,4.0,14.0
1110001000110010,8.0,3.0,11.0
1110001000110011,7.0,3.0,10.0
1110001000110100,13.0,4.0,17.0
