,Literals Count,Clauses Count,Dimension
1010110000000000,5.0,3.0,8.0
1010110000000001,9.0,4.0,13.0
1010110000000010,10.0,3.0,13.0
1010110000000011,9.0,4.0,13.0
1010110000000100,6.0,3.0,9.0
1010110000000101,7.0,3.0,10.0
1010110000000110,12.0,5.0,17.0
1010110000000111,10.0,4.0,14.0
1010110000001000,8.0,4.0,12.0
1010110000001001,13.0,5.0,18.0
1010110000001010,9.0,4.0,13.0
1010110000001011,10.0,4.0,14.0
1010110000001100,5.0,2.0,7.0
1010110000001101,8.0,3.0,11.0
1010110000001110,8.0,3.0,11.0
1010110000001111,7.0,3.0,10.0
1010110000010000,9.0,4.0,13.0
1010110000010001,9.0,3.0,12.0
1010110000010010,14.0,5.0,19.0
1010110000010011,11.0,4.0,15.0
1010110000010100,10.0,4.0,14.0
1010110000010101,11.0,4.0,15.0
1010110000010110,17.0,5.0,22.0
1010110000010111,15.0,5.0,20.0
1010110000011000,11.0,4.0,15.0
1010110000011001,12.0,4.0,16.0
1010110000011010,13.0,4.0,17.0
1010110000011011,12.0,4.0,16.0
1010110000011100,9.0,3.0,12.0
1010110000011101,8.0,3.0,11.0
1010110000011110,12.0,4.0,16.0
1010110000011111,10.0,4.0,14.0
1010110000100000,6.0,3.0,9.0
1010110000100001,10.0,4.0,14.0
1010110000100010,9.0,4.0,13.0
1010110000100011,7.0,3.0,10.0
1010110000100100,7.0,3.0,10.0
1010110000100101,11.0,4.0,15.0
1010110000100110,10.0,4.0,14.0
1010110000100111,8.0,3.0,11.0
1010110000101000,9.0,4.0,13.0
1010110000101001,14.0,5.0,19.0
1010110000101010,10.0,4.0,14.0
1010110000101011,11.0,4.0,15.0
1010110000101100,7.0,3.0,10.0
1010110000101101,11.0,4.0,15.0
1010110000101110,8.0,3.0,11.0
1010110000101111,8.0,3.0,11.0
1010110000110000,7.0,3.0,10.0
1010110000110001,11.0,4.0,15.0
1010110000110010,11.0,4.0,15.0
1010110000110011,8.0,3.0,11.0
1010110000110100,11.0,4.0,15.0
1010110000110101,24.0,8.0,32.0
1010110000110110,15.0,5.0,20.0
1010110000110111,11.0,4.0,15.0
1010110000111000,11.0,4.0,15.0
1010110000111001,15.0,5.0,20.0
1010110000111010,12.0,4.0,16.0
1010110000111011,11.0,4.0,15.0
1010110000111100,8.0,3.0,11.0
1010110000111101,11.0,4.0,15.0
1010110000111110,11.0,4.0,15.0
1010110000111111,7.0,3.0,10.0
1010110001000000,10.0,3.0,13.0
1010110001000001,14.0,5.0,19.0
1010110001000010,14.0,4.0,18.0
1010110001000011,13.0,4.0,17.0
1010110001000100,9.0,4.0,13.0
1010110001000101,11.0,4.0,15.0
1010110001000110,13.0,4.0,17.0
1010110001000111,12.0,4.0,16.0
1010110001001000,13.0,5.0,18.0
1010110001001001,17.0,5.0,22.0
1010110001001010,13.0,4.0,17.0
1010110001001011,16.0,5.0,21.0
1010110001001100,8.0,3.0,11.0
1010110001001101,11.0,4.0,15.0
1010110001001110,11.0,4.0,15.0
1010110001001111,10.0,4.0,14.0
1010110001010000,9.0,4.0,13.0
1010110001010001,11.0,4.0,15.0
1010110001010010,13.0,4.0,17.0
1010110001010011,12.0,4.0,16.0
1010110001010100,7.0,3.0,10.0
1010110001010101,8.0,3.0,11.0
1010110001010110,15.0,5.0,20.0
1010110001010111,11.0,4.0,15.0
1010110001011000,11.0,4.0,15.0
1010110001011001,15.0,5.0,20.0
1010110001011010,12.0,4.0,16.0
1010110001011011,13.0,4.0,17.0
1010110001011100,8.0,3.0,11.0
1010110001011101,7.0,3.0,10.0
1010110001011110,11.0,4.0,15.0
1010110001011111,9.0,3.0,12.0
1010110001100000,12.0,5.0,17.0
1010110001100001,17.0,5.0,22.0
1010110001100010,13.0,4.0,17.0
1010110001100011,15.0,5.0,20.0
1010110001100100,10.0,4.0,14.0
1010110001100101,15.0,5.0,20.0
1010110001100110,11.0,4.0,15.0
1010110001100111,12.0,4.0,16.0
1010110001101000,14.0,5.0,19.0
1010110001101001,20.0,6.0,26.0
1010110001101010,15.0,5.0,20.0
1010110001101011,17.0,5.0,22.0
1010110001101100,11.0,4.0,15.0
1010110001101101,14.0,5.0,19.0
1010110001101110,11.0,4.0,15.0
1010110001101111,13.0,4.0,17.0
1010110001110000,10.0,4.0,14.0
1010110001110001,15.0,5.0,20.0
1010110001110010,12.0,4.0,16.0
1010110001110011,11.0,4.0,15.0
1010110001110100,8.0,3.0,11.0
1010110001110101,11.0,4.0,15.0
1010110001110110,12.0,4.0,16.0
1010110001110111,9.0,3.0,12.0
1010110001111000,12.0,4.0,16.0
1010110001111001,17.0,5.0,22.0
1010110001111010,13.0,4.0,17.0
1010110001111011,14.0,4.0,18.0
1010110001111100,9.0,3.0,12.0
1010110001111101,10.0,4.0,14.0
1010110001111110,11.0,4.0,15.0
1010110001111111,9.0,4.0,13.0
1010110010000000,8.0,4.0,12.0
1010110010000001,11.0,4.0,15.0
1010110010000010,13.0,5.0,18.0
1010110010000011,11.0,4.0,15.0
1010110010000100,9.0,4.0,13.0
1010110010000101,11.0,4.0,15.0
1010110010000110,14.0,5.0,19.0
1010110010000111,12.0,4.0,16.0
1010110010001000,8.0,4.0,12.0
1010110010001001,11.0,4.0,15.0
1010110010001010,10.0,4.0,14.0
1010110010001011,11.0,4.0,15.0
1010110010001100,6.0,3.0,9.0
1010110010001101,8.0,3.0,11.0
1010110010001110,10.0,4.0,14.0
1010110010001111,8.0,3.0,11.0
1010110010010000,13.0,5.0,18.0
1010110010010001,12.0,4.0,16.0
1010110010010010,17.0,5.0,22.0
1010110010010011,15.0,5.0,20.0
1010110010010100,14.0,5.0,19.0
1010110010010101,15.0,5.0,20.0
1010110010010110,20.0,6.0,26.0
1010110010010111,17.0,5.0,22.0
1010110010011000,11.0,4.0,15.0
1010110010011001,11.0,4.0,15.0
1010110010011010,15.0,5.0,20.0
1010110010011011,13.0,4.0,17.0
1010110010011100,11.0,4.0,15.0
1010110010011101,10.0,4.0,14.0
