,Literals Count,Clauses Count,Dimension
1100101000000000,5.0,3.0,8.0
1100101000000001,9.0,4.0,13.0
1100101000000010,6.0,3.0,9.0
1100101000000011,7.0,3.0,10.0
1100101000000100,10.0,3.0,13.0
1100101000000101,9.0,4.0,13.0
1100101000000110,12.0,5.0,17.0
1100101000000111,10.0,4.0,14.0
1100101000001000,8.0,4.0,12.0
1100101000001001,13.0,5.0,18.0
1100101000001010,5.0,2.0,7.0
1100101000001011,8.0,3.0,11.0
1100101000001100,9.0,4.0,13.0
1100101000001101,10.0,4.0,14.0
1100101000001110,8.0,3.0,11.0
1100101000001111,7.0,3.0,10.0
1100101000010000,9.0,4.0,13.0
1100101000010001,9.0,3.0,12.0
1100101000010010,10.0,4.0,14.0
1100101000010011,11.0,4.0,15.0
1100101000010100,14.0,5.0,19.0
1100101000010101,11.0,4.0,15.0
1100101000010110,17.0,5.0,22.0
1100101000010111,15.0,5.0,20.0
1100101000011000,11.0,4.0,15.0
1100101000011001,12.0,4.0,16.0
1100101000011010,9.0,3.0,12.0
1100101000011011,8.0,3.0,11.0
1100101000011100,13.0,4.0,17.0
1100101000011101,12.0,4.0,16.0
1100101000011110,12.0,4.0,16.0
1100101000011111,10.0,4.0,14.0
1100101000100000,10.0,3.0,13.0
1100101000100001,14.0,5.0,19.0
1100101000100010,9.0,4.0,13.0
1100101000100011,11.0,4.0,15.0
1100101000100100,14.0,4.0,18.0
1100101000100101,13.0,4.0,17.0
1100101000100110,13.0,4.0,17.0
1100101000100111,12.0,4.0,16.0
1100101000101000,13.0,5.0,18.0
1100101000101001,17.0,5.0,22.0
1100101000101010,8.0,3.0,11.0
1100101000101011,11.0,4.0,15.0
1100101000101100,13.0,4.0,17.0
1100101000101101,16.0,5.0,21.0
1100101000101110,11.0,4.0,15.0
1100101000101111,10.0,4.0,14.0
1100101000110000,9.0,4.0,13.0
1100101000110001,11.0,4.0,15.0
1100101000110010,7.0,3.0,10.0
1100101000110011,8.0,3.0,11.0
1100101000110100,13.0,4.0,17.0
1100101000110101,12.0,4.0,16.0
1100101000110110,15.0,5.0,20.0
1100101000110111,11.0,4.0,15.0
1100101000111000,11.0,4.0,15.0
1100101000111001,15.0,5.0,20.0
1100101000111010,8.0,3.0,11.0
1100101000111011,7.0,3.0,10.0
1100101000111100,12.0,4.0,16.0
1100101000111101,13.0,4.0,17.0
1100101000111110,11.0,4.0,15.0
1100101000111111,9.0,3.0,12.0
1100101001000000,6.0,3.0,9.0
1100101001000001,10.0,4.0,14.0
1100101001000010,7.0,3.0,10.0
1100101001000011,11.0,4.0,15.0
1100101001000100,9.0,4.0,13.0
1100101001000101,7.0,3.0,10.0
1100101001000110,10.0,4.0,14.0
1100101001000111,8.0,3.0,11.0
1100101001001000,9.0,4.0,13.0
1100101001001001,14.0,5.0,19.0
1100101001001010,7.0,3.0,10.0
1100101001001011,11.0,4.0,15.0
1100101001001100,10.0,4.0,14.0
1100101001001101,11.0,4.0,15.0
1100101001001110,8.0,3.0,11.0
1100101001001111,8.0,3.0,11.0
1100101001010000,7.0,3.0,10.0
1100101001010001,11.0,4.0,15.0
1100101001010010,11.0,4.0,15.0
1100101001010011,24.0,8.0,32.0
1100101001010100,11.0,4.0,15.0
1100101001010101,8.0,3.0,11.0
1100101001010110,15.0,5.0,20.0
1100101001010111,11.0,4.0,15.0
1100101001011000,11.0,4.0,15.0
1100101001011001,15.0,5.0,20.0
1100101001011010,8.0,3.0,11.0
1100101001011011,11.0,4.0,15.0
1100101001011100,12.0,4.0,16.0
1100101001011101,11.0,4.0,15.0
1100101001011110,11.0,4.0,15.0
1100101001011111,7.0,3.0,10.0
1100101001100000,12.0,5.0,17.0
1100101001100001,17.0,5.0,22.0
1100101001100010,10.0,4.0,14.0
1100101001100011,15.0,5.0,20.0
1100101001100100,13.0,4.0,17.0
1100101001100101,15.0,5.0,20.0
1100101001100110,11.0,4.0,15.0
1100101001100111,12.0,4.0,16.0
1100101001101000,14.0,5.0,19.0
1100101001101001,20.0,6.0,26.0
1100101001101010,11.0,4.0,15.0
1100101001101011,14.0,5.0,19.0
1100101001101100,15.0,5.0,20.0
1100101001101101,17.0,5.0,22.0
1100101001101110,11.0,4.0,15.0
1100101001101111,13.0,4.0,17.0
1100101001110000,10.0,4.0,14.0
1100101001110001,15.0,5.0,20.0
1100101001110010,8.0,3.0,11.0
1100101001110011,11.0,4.0,15.0
1100101001110100,12.0,4.0,16.0
1100101001110101,11.0,4.0,15.0
1100101001110110,12.0,4.0,16.0
1100101001110111,9.0,3.0,12.0
1100101001111000,12.0,4.0,16.0
1100101001111001,17.0,5.0,22.0
1100101001111010,9.0,3.0,12.0
1100101001111011,10.0,4.0,14.0
1100101001111100,13.0,4.0,17.0
1100101001111101,14.0,4.0,18.0
1100101001111110,11.0,4.0,15.0
1100101001111111,9.0,4.0,13.0
1100101010000000,8.0,4.0,12.0
1100101010000001,11.0,4.0,15.0
1100101010000010,9.0,4.0,13.0
1100101010000011,11.0,4.0,15.0
1100101010000100,13.0,5.0,18.0
1100101010000101,11.0,4.0,15.0
1100101010000110,14.0,5.0,19.0
1100101010000111,12.0,4.0,16.0
1100101010001000,8.0,4.0,12.0
1100101010001001,11.0,4.0,15.0
1100101010001010,6.0,3.0,9.0
1100101010001011,8.0,3.0,11.0
1100101010001100,10.0,4.0,14.0
1100101010001101,11.0,4.0,15.0
1100101010001110,10.0,4.0,14.0
1100101010001111,8.0,3.0,11.0
1100101010010000,13.0,5.0,18.0
1100101010010001,12.0,4.0,16.0
1100101010010010,14.0,5.0,19.0
1100101010010011,15.0,5.0,20.0
1100101010010100,17.0,5.0,22.0
1100101010010101,15.0,5.0,20.0
1100101010010110,20.0,6.0,26.0
1100101010010111,17.0,5.0,22.0
1100101010011000,11.0,4.0,15.0
1100101010011001,11.0,4.0,15.0
1100101010011010,11.0,4.0,15.0
1100101010011011,10.0,4.0,14.0
1100101010011100,15.0,5.0,20.0
1100101010011101,13.0,4.0,17.0
1100101010011110,14.0,5.0,19.0
1100101010011111,12.0,5.0,17.0
1100101010100000,9.0,4.0,13.0
1100101010100001,13.0,4.0,17.0
1100101010100010,10.0,4.0,14.0
1100101010100011,12.0,4.0,16.0
1100101010100100,13.0,4.0,17.0
1100101010100101,12.0,4.0,16.0
1100101010100110,15.0,5.0,20.0
1100101010100111,13.0,4.0,17.0
1100101010101000,10.0,4.0,14.0
1100101010101001,15.0,5.0,20.0
1100101010101010,7.0,3.0,10.0
1100101010101011,10.0,4.0,14.0
1100101010101100,12.0,4.0,16.0
1100101010101101,13.0,4.0,17.0
1100101010101110,10.0,4.0,14.0
1100101010101111,9.0,3.0,12.0
1100101010110000,10.0,4.0,14.0
1100101010110001,12.0,4.0,16.0
1100101010110010,11.0,4.0,15.0
1100101010110011,11.0,4.0,15.0
1100101010110100,16.0,5.0,21.0
1100101010110101,13.0,4.0,17.0
1100101010110110,17.0,5.0,22.0
1100101010110111,14.0,4.0,18.0
1100101010111000,11.0,4.0,15.0
1100101010111001,13.0,4.0,17.0
1100101010111010,8.0,3.0,11.0
1100101010111011,9.0,3.0,12.0
1100101010111100,13.0,4.0,17.0
1100101010111101,14.0,4.0,18.0
1100101010111110,13.0,4.0,17.0
1100101010111111,10.0,3.0,13.0
1100101011000000,5.0,2.0,7.0
1100101011000001,9.0,3.0,12.0
1100101011000010,7.0,3.0,10.0
1100101011000011,8.0,3.0,11.0
1100101011000100,8.0,3.0,11.0
1100101011000101,8.0,3.0,11.0
1100101011000110,11.0,4.0,15.0
1100101011000111,9.0,3.0,12.0
1100101011001000,6.0,3.0,9.0
1100101011001001,11.0,4.0,15.0
1100101011001010,4.0,2.0,6.0
1100101011001011,7.0,3.0,10.0
1100101011001100,7.0,3.0,10.0
1100101011001101,8.0,3.0,11.0
1100101011001110,6.0,3.0,9.0
1100101011001111,5.0,2.0,7.0
1100101011010000,8.0,3.0,11.0
1100101011010001,8.0,3.0,11.0
1100101011010010,11.0,4.0,15.0
1100101011010011,11.0,4.0,15.0
1100101011010100,11.0,4.0,15.0
1100101011010101,7.0,3.0,10.0
1100101011010110,14.0,5.0,19.0
1100101011010111,10.0,4.0,14.0
1100101011011000,8.0,3.0,11.0
1100101011011001,10.0,4.0,14.0
1100101011011010,7.0,3.0,10.0
1100101011011011,7.0,3.0,10.0
1100101011011100,10.0,4.0,14.0
1100101011011101,9.0,3.0,12.0
1100101011011110,9.0,4.0,13.0
1100101011011111,6.0,3.0,9.0
1100101011100000,8.0,3.0,11.0
1100101011100001,12.0,4.0,16.0
1100101011100010,8.0,3.0,11.0
1100101011100011,11.0,4.0,15.0
1100101011100100,11.0,4.0,15.0
1100101011100101,11.0,4.0,15.0
1100101011100110,11.0,4.0,15.0
1100101011100111,11.0,4.0,15.0
1100101011101000,10.0,4.0,14.0
1100101011101001,14.0,5.0,19.0
1100101011101010,6.0,3.0,9.0
1100101011101011,9.0,4.0,13.0
1100101011101100,10.0,4.0,14.0
1100101011101101,13.0,4.0,17.0
1100101011101110,8.0,3.0,11.0
1100101011101111,8.0,4.0,12.0
1100101011110000,7.0,3.0,10.0
1100101011110001,10.0,4.0,14.0
1100101011110010,8.0,3.0,11.0
1100101011110011,7.0,3.0,10.0
1100101011110100,10.0,4.0,14.0
1100101011110101,9.0,3.0,12.0
1100101011110110,13.0,4.0,17.0
1100101011110111,9.0,4.0,13.0
1100101011111000,8.0,3.0,11.0
1100101011111001,12.0,5.0,17.0
1100101011111010,5.0,2.0,7.0
1100101011111011,6.0,3.0,9.0
1100101011111100,9.0,3.0,12.0
1100101011111101,10.0,3.0,13.0
1100101011111110,8.0,4.0,12.0
1100101011111111,5.0,3.0,8.0
1100101100000000,6.0,3.0,9.0
1100101100000001,9.0,4.0,13.0
1100101100000010,9.0,4.0,13.0
1100101100000011,7.0,3.0,10.0
1100101100000100,12.0,5.0,17.0
1100101100000101,10.0,4.0,14.0
1100101100000110,14.0,5.0,19.0
1100101100000111,11.0,4.0,15.0
1100101100001000,9.0,4.0,13.0
1100101100001001,10.0,4.0,14.0
1100101100001010,8.0,3.0,11.0
1100101100001011,7.0,3.0,10.0
1100101100001100,10.0,4.0,14.0
1100101100001101,11.0,4.0,15.0
1100101100001110,11.0,4.0,15.0
1100101100001111,8.0,3.0,11.0
1100101100010000,12.0,5.0,17.0
1100101100010001,10.0,4.0,14.0
1100101100010010,14.0,5.0,19.0
1100101100010011,11.0,4.0,15.0
1100101100010100,15.0,5.0,20.0
1100101100010101,12.0,4.0,16.0
1100101100010110,20.0,6.0,26.0
1100101100010111,14.0,5.0,19.0
1100101100011000,13.0,4.0,17.0
1100101100011001,12.0,4.0,16.0
1100101100011010,12.0,4.0,16.0
1100101100011011,10.0,4.0,14.0
1100101100011100,16.0,5.0,21.0
1100101100011101,13.0,4.0,17.0
1100101100011110,15.0,5.0,20.0
1100101100011111,12.0,5.0,17.0
1100101100100000,12.0,5.0,17.0
1100101100100001,13.0,4.0,17.0
1100101100100010,10.0,4.0,14.0
1100101100100011,11.0,4.0,15.0
1100101100100100,17.0,5.0,22.0
1100101100100101,16.0,5.0,21.0
1100101100100110,16.0,5.0,21.0
1100101100100111,13.0,4.0,17.0
1100101100101000,13.0,4.0,17.0
1100101100101001,16.0,5.0,21.0
