,Literals Count,Clauses Count,Dimension
0110001000000000,7.0,4.0,11.0
0110001000000001,11.0,3.0,14.0
0110001000000010,8.0,4.0,12.0
0110001000000011,9.0,4.0,13.0
0110001000000100,11.0,5.0,16.0
0110001000000101,10.0,3.0,13.0
0110001000000110,9.0,4.0,13.0
0110001000000111,10.0,4.0,14.0
0110001000001000,11.0,3.0,14.0
0110001000001001,15.0,4.0,19.0
0110001000001010,9.0,4.0,13.0
0110001000001011,11.0,4.0,15.0
0110001000001100,10.0,3.0,13.0
0110001000001101,13.0,4.0,17.0
0110001000001110,10.0,4.0,14.0
0110001000001111,9.0,3.0,12.0
0110001000010000,11.0,5.0,16.0
0110001000010001,10.0,3.0,13.0
0110001000010010,12.0,5.0,17.0
0110001000010011,12.0,5.0,17.0
0110001000010100,15.0,4.0,19.0
0110001000010101,13.0,5.0,18.0
0110001000010110,17.0,6.0,23.0
0110001000010111,14.0,5.0,19.0
0110001000011000,15.0,4.0,19.0
0110001000011001,14.0,4.0,18.0
0110001000011010,14.0,5.0,19.0
0110001000011011,13.0,4.0,17.0
0110001000011100,14.0,4.0,18.0
0110001000011101,13.0,4.0,17.0
0110001000011110,17.0,5.0,22.0
0110001000011111,12.0,4.0,16.0
0110001000100000,10.0,5.0,15.0
0110001000100001,14.0,4.0,18.0
0110001000100010,6.0,2.0,8.0
0110001000100011,9.0,3.0,12.0
0110001000100100,13.0,5.0,18.0
0110001000100101,13.0,4.0,17.0
0110001000100110,10.0,4.0,14.0
0110001000100111,9.0,3.0,12.0
0110001000101000,14.0,4.0,18.0
0110001000101001,18.0,5.0,23.0
0110001000101010,9.0,3.0,12.0
0110001000101011,12.0,4.0,16.0
0110001000101100,13.0,4.0,17.0
0110001000101101,16.0,5.0,21.0
0110001000101110,9.0,3.0,12.0
0110001000101111,8.0,3.0,11.0
0110001000110000,10.0,3.0,13.0
0110001000110001,12.0,5.0,17.0
0110001000110010,9.0,4.0,13.0
0110001000110011,8.0,3.0,11.0
0110001000110100,14.0,5.0,19.0
0110001000110101,13.0,4.0,17.0
0110001000110110,13.0,4.0,17.0
0110001000110111,11.0,4.0,15.0
0110001000111000,14.0,4.0,18.0
0110001000111001,17.0,5.0,22.0
0110001000111010,11.0,4.0,15.0
0110001000111011,11.0,4.0,15.0
0110001000111100,13.0,4.0,17.0
0110001000111101,16.0,5.0,21.0
0110001000111110,12.0,4.0,16.0
0110001000111111,10.0,4.0,14.0
0110001001000000,6.0,2.0,8.0
0110001001000001,10.0,3.0,13.0
0110001001000010,9.0,4.0,13.0
0110001001000011,9.0,3.0,12.0
0110001001000100,9.0,4.0,13.0
